Date,Open,High,Low,Close,Volume,"('Adj Close', 'IBOC')","('Close', 'IBOC')","('High', 'IBOC')","('Low', 'IBOC')","('Open', 'IBOC')","('Volume', 'IBOC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,53.88999938964844,54.45000076293945,53.47999954223633,53.90999984741211,413700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,53.75,53.75,51.91999816894531,51.93000030517578,251400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,52.209999084472656,52.81999969482422,51.7599983215332,51.88999938964844,224400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.43999862670898,52.31999969482422,51.369998931884766,51.66999816894531,217800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,51.63999938964844,52.25,51.34000015258789,52.25,132800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.59999847412109,52.58000183105469,51.27999877929688,52.040000915527344,172600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,51.790000915527344,52.7599983215332,51.63999938964844,52.720001220703125,189900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,52.25,52.970001220703125,51.58000183105469,52.63999938964844,254900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,53.220001220703125,53.40999984741211,52.0,52.619998931884766,256100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,51.88999938964844,52.25,51.36000061035156,51.459999084472656,158400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,50.61000061035156,51.619998931884766,49.56999969482422,51.27000045776367,151500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,51.560001373291016,51.66999816894531,51.0,51.47999954223633,164700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,51.7599983215332,53.0,51.27000045776367,52.86000061035156,199500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,53.34000015258789,54.52999877929688,53.040000915527344,54.38999938964844,157600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,54.81999969482422,54.81999969482422,53.7400016784668,53.83000183105469,276900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,54.11000061035156,54.93999862670898,53.65999984741211,53.84000015258789,161300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,54.560001373291016,54.66999816894531,53.09000015258789,53.95000076293945,153400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,54.29999923706055,54.7599983215332,53.88999938964844,54.31999969482422,101200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.31999969482422,54.95000076293945,54.11000061035156,54.88999938964844,119900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,54.65999984741211,55.369998931884766,54.56999969482422,55.18000030517578,91700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.459999084472656,55.08000183105469,52.7400016784668,52.86000061035156,293700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.25,53.97999954223633,50.52000045776367,52.810001373291016,250900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,51.810001373291016,53.720001220703125,51.52000045776367,53.380001068115234,261300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,52.72999954223633,52.959999084472656,51.97999954223633,52.5,158500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,52.290000915527344,52.81999969482422,51.72999954223633,52.43999862670898,153400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.540000915527344,53.16999816894531,51.43000030517578,52.4900016784668,161200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,52.40999984741211,53.02000045776367,52.15999984741211,52.810001373291016,131400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,52.970001220703125,53.83000183105469,52.290000915527344,53.68000030517578,152400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,53.54999923706055,55.290000915527344,53.54999923706055,54.72999954223633,189500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,53.2599983215332,53.90999984741211,51.13999938964844,51.93999862670898,416600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,51.869998931884766,52.59999847412109,51.04999923706055,52.220001220703125,183400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,52.56999969482422,53.77999877929688,52.25,53.400001525878906,196700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,52.86000061035156,52.93000030517578,52.119998931884766,52.13999938964844,304600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,51.43999862670898,52.09000015258789,51.0,51.2400016784668,200200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,51.220001220703125,51.31999969482422,50.72999954223633,51.27000045776367,188500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,51.02000045776367,51.93000030517578,50.900001525878906,51.79999923706055,215900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,51.72999954223633,52.65999984741211,48.84999847412109,51.81999969482422,151600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,51.380001068115234,51.88999938964844,50.790000915527344,51.20000076293945,212800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,51.79999923706055,52.209999084472656,50.810001373291016,51.4900016784668,158700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,51.02999877929688,51.7400016784668,50.84000015258789,51.08000183105469,183300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,52.02000045776367,52.790000915527344,51.56999969482422,51.88999938964844,262600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,51.619998931884766,51.7599983215332,50.77000045776367,51.34000015258789,292700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,51.9900016784668,53.38999938964844,51.9900016784668,52.41999816894531,236000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,52.209999084472656,54.68999862670898,52.209999084472656,54.650001525878906,303800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,54.91999816894531,55.18000030517578,53.09000015258789,54.150001525878906,218200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,54.79999923706055,55.2400016784668,53.61000061035156,54.13999938964844,207900.0,,,,,,,,,,
