Date,Open,High,Low,Close,Volume,"('Adj Close', 'EPR')","('Close', 'EPR')","('High', 'EPR')","('Low', 'EPR')","('Open', 'EPR')","('Volume', 'EPR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,48.29999923706055,48.970001220703125,48.16999816894531,48.75,375600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.20000076293945,48.38999938964844,47.310001373291016,47.38999938964844,579900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,47.470001220703125,47.880001068115234,47.36000061035156,47.47999954223633,380200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,47.27000045776367,48.22999954223633,47.150001525878906,47.790000915527344,472600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,47.810001373291016,48.27999877929688,47.79999923706055,48.11000061035156,386000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,47.68000030517578,47.88999938964844,47.5,47.83000183105469,367200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.0099983215332,48.31999969482422,47.65999984741211,47.79999923706055,302900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,47.75,47.79999923706055,47.34999847412109,47.5,319700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,47.97999954223633,48.02999877929688,47.369998931884766,47.5099983215332,210300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,47.29999923706055,47.560001373291016,46.95000076293945,47.16999816894531,594000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.79999923706055,47.02999877929688,45.83000183105469,46.220001220703125,568600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,46.27999877929688,46.4900016784668,45.02000045776367,45.22999954223633,598200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,45.43000030517578,45.43999862670898,44.810001373291016,45.060001373291016,758300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,45.0,45.400001525878906,44.65999984741211,44.7599983215332,787700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,45.060001373291016,45.20000076293945,44.52999877929688,44.97999954223633,525300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,45.5,45.52999877929688,44.2599983215332,44.41999816894531,451700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,45.11000061035156,45.18000030517578,44.470001220703125,44.59999847412109,319900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,44.7400016784668,45.13999938964844,44.650001525878906,45.13999938964844,495400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,45.220001220703125,45.869998931884766,44.959999084472656,45.77999877929688,656300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,45.38999938964844,45.43000030517578,44.68000030517578,44.93999862670898,341400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,45.0,45.380001068115234,44.2400016784668,44.27000045776367,483600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,44.220001220703125,44.2599983215332,43.34000015258789,44.09000015258789,788700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,43.59999847412109,43.810001373291016,42.93000030517578,42.9900016784668,553000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,42.619998931884766,42.9900016784668,42.150001525878906,42.77999877929688,690000.0,,,,,,,,,,
