Date,Open,High,Low,Close,Volume,"('Adj Close', 'TTGT')","('Close', 'TTGT')","('High', 'TTGT')","('Low', 'TTGT')","('Open', 'TTGT')","('Volume', 'TTGT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.529998779296875,34.63999938964844,34.06999969482422,34.25,142700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.869998931884766,33.869998931884766,33.349998474121094,33.5,197000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.619998931884766,34.06999969482422,33.41999816894531,34.0099983215332,124700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.66999816894531,34.470001220703125,33.61000061035156,33.95000076293945,225800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.040000915527344,35.04999923706055,33.880001068115234,34.97999954223633,313200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.29999923706055,35.029998779296875,34.20000076293945,34.849998474121094,223600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.65999984741211,35.279998779296875,34.27000045776367,35.27000045776367,100200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.93000030517578,41.93000030517578,38.58000183105469,39.65999984741211,1399600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.0,40.0,34.720001220703125,34.810001373291016,655000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.310001373291016,35.7400016784668,33.66999816894531,34.09000015258789,604500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.36000061035156,33.7599983215332,32.66999816894531,32.7400016784668,196800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.93000030517578,33.47999954223633,31.8700008392334,32.38999938964844,182200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.68000030517578,33.08000183105469,32.13999938964844,33.029998779296875,213100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.099998474121094,34.06999969482422,32.529998779296875,32.93000030517578,195700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.540000915527344,33.619998931884766,32.650001525878906,33.619998931884766,212100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.2400016784668,35.470001220703125,32.88999938964844,33.38999938964844,119200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.9900016784668,34.130001068115234,33.599998474121094,33.959999084472656,108700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,34.15999984741211,34.25,33.45000076293945,33.63999938964844,86500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.900001525878906,34.779998779296875,33.810001373291016,34.68000030517578,96500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.349998474121094,34.38999938964844,33.529998779296875,33.540000915527344,87400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,35.63999938964844,35.9900016784668,34.16999816894531,34.16999816894531,136300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,34.4900016784668,34.83000183105469,33.880001068115234,33.95000076293945,105100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,33.540000915527344,34.869998931884766,33.529998779296875,34.06999969482422,90300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,33.599998474121094,33.689998626708984,33.16999816894531,33.45000076293945,86500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.70000076293945,34.61000061035156,33.70000076293945,34.40999984741211,91100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,34.189998626708984,34.369998931884766,33.209999084472656,33.400001525878906,128000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.709999084472656,34.5,31.700000762939453,33.560001373291016,211600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,33.560001373291016,35.33000183105469,33.560001373291016,35.029998779296875,125500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,35.119998931884766,35.779998779296875,34.959999084472656,35.029998779296875,105100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,33.459999084472656,34.459999084472656,32.349998474121094,32.52000045776367,124100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,32.619998931884766,33.06999969482422,32.20000076293945,32.52000045776367,161900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,32.56999969482422,33.560001373291016,32.38999938964844,33.18000030517578,95800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,32.95000076293945,33.0,32.34000015258789,32.400001525878906,83500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,31.90999984741211,32.75,31.6299991607666,32.63999938964844,107500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,32.209999084472656,32.439998626708984,31.68000030517578,31.809999465942383,97300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,31.76000022888184,32.08000183105469,31.440000534057617,31.90999984741211,83900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,31.8700008392334,32.18000030517578,31.40999984741211,31.709999084472656,72300.0,,,,,,,,,,
