Date,Open,High,Low,Close,Volume,"('Adj Close', 'TTNP')","('Close', 'TTNP')","('High', 'TTNP')","('Low', 'TTNP')","('Open', 'TTNP')","('Volume', 'TTNP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.600000381469727,8.800000190734863,8.0,8.199999809265137,4725.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.800000190734863,8.800000190734863,7.599999904632568,8.399999618530273,2810.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.600000381469727,8.800000190734863,7.599999904632568,8.399999618530273,4635.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.800000190734863,9.399999618530272,7.800000190734863,8.399999618530273,10065.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.600000381469727,9.399999618530272,8.399999618530273,8.800000190734863,13125.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.4399995803833,8.4399995803833,7.019999980926514,7.150000095367432,28600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.019999980926514,7.340000152587891,6.539999961853027,6.599999904632568,23000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.519999980926514,6.940000057220459,6.269999980926514,6.510000228881836,25100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.389999866485596,6.78000020980835,6.389999866485596,6.420000076293945,10900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.300000190734863,6.53000020980835,6.269999980926514,6.420000076293945,6200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.25,6.5,6.25,6.25,1700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.150000095367432,6.46999979019165,6.150000095367432,6.159999847412109,3900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.170000076293945,6.170000076293945,6.150000095367432,6.150000095367432,2300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.96999979019165,6.96999979019165,6.179999828338623,6.550000190734863,11200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.110000133514404,6.110000133514404,5.809999942779541,5.809999942779541,20700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.800000190734863,5.980000019073486,5.579999923706055,5.579999923706055,5600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.980000019073486,5.980000019073486,5.420000076293945,5.420000076293945,3300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.550000190734863,5.849999904632568,5.329999923706055,5.329999923706055,4300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.25,5.789999961853027,5.25,5.679999828338623,4200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.639999866485596,5.670000076293945,5.559999942779541,5.610000133514404,1700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.579999923706055,6.010000228881836,5.579999923706055,5.760000228881836,4500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.869999885559082,8.390000343322754,5.800000190734863,6.289999961853027,150600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.090000152587891,6.78000020980835,5.949999809265137,6.449999809265137,16200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.230000019073486,6.28000020980835,5.739999771118164,5.789999961853027,8200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.489999771118164,6.139999866485596,5.489999771118164,5.900000095367432,10200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.909999847412109,6.489999771118164,5.849999904632568,6.269999980926514,22100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.699999809265137,7.489999771118164,6.28000020980835,7.260000228881836,27500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.21999979019165,7.21999979019165,6.769999980926514,7.190000057220459,2800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.199999809265137,7.329999923706055,7.0,7.059999942779541,5700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.639999866485596,6.869999885559082,6.519999980926514,6.519999980926514,6100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,6.840000152587891,7.449999809265137,6.679999828338623,6.800000190734863,7100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.289999961853027,7.079999923706055,6.289999961853027,6.800000190734863,5600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,6.869999885559082,7.25,6.809999942779541,7.119999885559082,6200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,6.949999809265137,8.0,6.949999809265137,8.0,10900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.760000228881836,7.96999979019165,7.03000020980835,7.599999904632568,2200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.96999979019165,7.96999979019165,7.909999847412109,7.909999847412109,800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.570000171661377,7.78000020980835,7.570000171661377,7.78000020980835,1200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.690000057220459,8.0,7.650000095367432,8.0,4600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,8.3100004196167,8.4399995803833,8.15999984741211,8.4399995803833,6500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.75,8.09000015258789,7.659999847412109,7.690000057220459,2500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.5,7.5,7.5,7.5,1100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,7.5,7.5,7.5,7.5,900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,7.599999904632568,7.650000095367432,7.599999904632568,7.650000095367432,1300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,7.119999885559082,7.119999885559082,7.119999885559082,7.119999885559082,800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,7.139999866485596,7.139999866485596,7.139999866485596,7.139999866485596,800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,7.139999866485596,7.139999866485596,7.139999866485596,7.139999866485596,700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,7.139999866485596,7.139999866485596,7.139999866485596,7.139999866485596,500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,8.079999923706055,8.079999923706055,7.179999828338623,7.639999866485596,3000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,8.010000228881836,8.020000457763672,7.989999771118164,7.989999771118164,4900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,7.349999904632568,7.389999866485596,7.349999904632568,7.389999866485596,700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,7.389999866485596,7.710000038146973,6.510000228881836,7.710000038146973,12900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,8.0,9.289999961853027,7.809999942779541,9.289999961853027,66500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,7.900000095367432,8.539999961853027,7.119999885559082,7.329999923706055,14600.0,,,,,,,,,,
