Date,Open,High,Low,Close,Volume,"('Adj Close', 'UPBD')","('Close', 'UPBD')","('High', 'UPBD')","('Low', 'UPBD')","('Open', 'UPBD')","('Volume', 'UPBD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.54999923706055,34.880001068115234,33.70000076293945,33.970001220703125,623500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.900001525878906,33.900001525878906,32.599998474121094,32.650001525878906,511100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,32.72999954223633,32.88999938964844,32.40999984741211,32.68000030517578,320700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.310001373291016,33.18000030517578,31.209999084472656,32.779998779296875,352300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.689998626708984,33.2599983215332,32.5099983215332,33.0,305900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.65999984741211,32.900001525878906,32.470001220703125,32.65999984741211,336600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.4900016784668,33.209999084472656,32.4900016784668,33.130001068115234,372100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.93000030517578,33.279998779296875,32.439998626708984,32.9900016784668,362300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.54999923706055,33.650001525878906,32.34000015258789,32.540000915527344,320800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.20000076293945,32.41999816894531,31.920000076293945,32.29999923706055,305000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.809999465942383,32.27000045776367,31.709999084472656,32.15999984741211,301600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.52000045776367,32.7400016784668,31.790000915527344,32.369998931884766,258600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.560001373291016,32.650001525878906,31.84000015258789,32.56999969482422,213500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.7400016784668,33.72999954223633,32.56999969482422,33.66999816894531,288700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.91999816894531,34.2400016784668,33.439998626708984,33.88999938964844,359300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.119998931884766,34.119998931884766,33.310001373291016,33.560001373291016,316900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.119998931884766,34.779998779296875,33.810001373291016,34.779998779296875,393200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,35.0,35.720001220703125,34.81999969482422,34.849998474121094,621600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,34.9900016784668,34.9900016784668,34.369998931884766,34.869998931884766,361800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.66999816894531,34.97999954223633,34.59000015258789,34.790000915527344,378700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.630001068115234,34.65999984741211,33.0099983215332,33.20000076293945,375700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.279998779296875,33.52000045776367,32.369998931884766,33.22999954223633,374900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,32.7400016784668,33.540000915527344,32.279998779296875,33.16999816894531,277200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,32.68000030517578,32.849998474121094,32.0099983215332,32.599998474121094,248500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,32.43000030517578,33.20000076293945,32.43000030517578,33.02000045776367,316900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.279998779296875,33.279998779296875,32.689998626708984,32.72999954223633,235700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,32.709999084472656,33.65999984741211,32.709999084472656,33.5,455400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,33.56999969482422,33.65999984741211,33.04999923706055,33.45000076293945,328400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,33.650001525878906,34.31999969482422,33.650001525878906,34.189998626708984,269900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,32.90999984741211,33.04999923706055,32.279998779296875,32.52000045776367,336600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,32.95000076293945,33.06999969482422,32.58000183105469,32.970001220703125,394300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,33.0,33.459999084472656,32.86000061035156,33.189998626708984,332200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,33.04999923706055,33.04999923706055,32.20000076293945,32.310001373291016,245200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,31.850000381469727,32.7400016784668,31.75,32.619998931884766,341000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,32.66999816894531,32.70000076293945,31.940000534057617,32.099998474121094,543700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,31.21999931335449,34.099998474121094,30.31999969482422,33.93000030517578,710900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,34.47999954223633,34.709999084472656,33.61000061035156,33.79999923706055,349500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,33.7400016784668,34.029998779296875,33.08000183105469,33.119998931884766,359200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,32.86000061035156,33.9900016784668,32.81999969482422,33.65999984741211,272600.0,,,,,,,,,,
