Date,Open,High,Low,Close,Volume,"('Adj Close', 'PETS')","('Close', 'PETS')","('High', 'PETS')","('Low', 'PETS')","('Open', 'PETS')","('Volume', 'PETS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.570000171661377,7.789999961853027,7.400000095367432,7.579999923706055,289100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.559999942779541,7.559999942779541,7.269999980926514,7.320000171661377,449400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.329999923706055,7.329999923706055,7.159999847412109,7.199999809265137,203300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.170000076293945,7.349999904632568,7.070000171661377,7.150000095367432,316900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.190000057220459,7.5,7.059999942779541,7.360000133514404,284400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.28000020980835,7.28000020980835,7.110000133514404,7.21999979019165,356600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.230000019073486,7.260000228881836,7.110000133514404,7.119999885559082,232400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.090000152587891,7.210000038146973,7.03000020980835,7.159999847412109,352300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.25,7.400000095367432,7.170000076293945,7.25,252100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.179999828338623,7.25,7.03000020980835,7.059999942779541,248600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.960000038146973,7.039999961853027,6.840000152587891,6.929999828338623,270700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.949999809265137,7.039999961853027,6.809999942779541,6.840000152587891,388900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.860000133514404,6.860000133514404,6.599999904632568,6.739999771118164,368100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.760000228881836,7.059999942779541,6.679999828338623,7.039999961853027,288800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.119999885559082,7.239999771118164,6.849999904632568,6.940000057220459,304300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.96999979019165,7.090000152587891,6.690000057220459,6.800000190734863,504200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.940000057220459,7.010000228881836,6.820000171661377,6.849999904632568,300900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.869999885559082,7.050000190734863,6.670000076293945,6.710000038146973,235500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.710000038146973,6.78000020980835,6.559999942779541,6.699999809265137,347500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.599999904632568,6.650000095367432,6.440000057220459,6.440000057220459,374000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.449999809265137,6.590000152587891,6.210000038146973,6.210000038146973,336400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.289999961853027,6.510000228881836,6.260000228881836,6.300000190734863,408900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.230000019073486,6.369999885559082,6.090000152587891,6.099999904632568,466200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.03000020980835,6.150000095367432,5.829999923706055,6.0,356600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.0,6.150000095367432,5.960000038146973,6.0,324500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.019999980926514,6.050000190734863,5.809999942779541,5.940000057220459,308600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.920000076293945,6.079999923706055,5.820000171661377,5.869999885559082,806200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.78000020980835,6.239999771118164,5.360000133514404,5.980000019073486,798800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,6.03000020980835,6.170000076293945,5.769999980926514,5.940000057220459,679200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.789999961853027,5.789999961853027,5.349999904632568,5.360000133514404,587000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.429999828338623,5.460000038146973,5.260000228881836,5.28000020980835,389800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.260000228881836,5.539999961853027,5.260000228881836,5.320000171661377,454400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.260000228881836,5.340000152587891,5.159999847412109,5.210000038146973,613100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.159999847412109,5.28000020980835,5.119999885559082,5.190000057220459,381400.0,,,,,,,,,,
