Date,Open,High,Low,Close,Volume,"('Adj Close', 'MRBK')","('Close', 'MRBK')","('High', 'MRBK')","('Low', 'MRBK')","('Open', 'MRBK')","('Volume', 'MRBK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.020000457763672,14.130000114440918,13.630000114440918,13.850000381469728,25100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.75,13.93000030517578,13.699999809265137,13.75,32700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.789999961853027,13.899999618530272,13.600000381469728,13.600000381469728,29900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.640000343322754,13.779999732971191,13.600000381469728,13.600000381469728,13000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.899999618530272,13.920000076293944,13.5,13.649999618530272,45000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.630000114440918,13.75,13.539999961853027,13.649999618530272,11800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.5600004196167,13.5600004196167,13.404999732971191,13.489999771118164,9200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.399999618530272,13.619999885559082,13.30799961090088,13.43000030517578,12500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.399999618530272,13.760000228881836,13.399999618530272,13.399999618530272,16800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.25,13.399999618530272,13.199999809265137,13.270000457763672,18800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.260000228881836,13.380000114440918,13.039999961853027,13.079999923706056,11600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.029999732971191,13.329999923706056,12.93000030517578,13.09000015258789,8200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.100000381469728,13.265000343322754,12.880000114440918,13.149999618530272,14600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.130000114440918,13.300000190734863,13.050000190734863,13.050000190734863,12900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.0,13.135000228881836,12.970000267028809,12.970000267028809,5200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,13.0,13.220000267028809,13.0,13.06999969482422,12100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.119999885559082,13.239999771118164,13.039999961853027,13.100000381469728,9200.0,,,,,,,,,,
