Date,Open,High,Low,Close,Volume,"('Adj Close', 'RCEL')","('Close', 'RCEL')","('High', 'RCEL')","('Low', 'RCEL')","('Open', 'RCEL')","('Volume', 'RCEL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.420000076293944,14.010000228881836,13.420000076293944,13.579999923706056,133200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,13.449999809265137,13.449999809265137,12.529999732971191,12.640000343322754,136100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.739999771118164,13.0,12.510000228881836,12.609999656677246,102700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.539999961853027,12.869999885559082,12.170000076293944,12.5600004196167,175600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.510000228881836,13.550000190734863,12.279999732971191,13.489999771118164,126200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.25,13.90999984741211,13.25,13.65999984741211,80200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.670000076293944,14.100000381469728,13.06999969482422,13.850000381469728,127100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,15.0,15.300000190734863,14.119999885559082,14.350000381469728,196600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.100000381469728,15.199999809265137,14.40999984741211,14.56999969482422,122600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.4399995803833,14.550000190734863,14.0,14.279999732971191,153800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.920000076293944,14.06999969482422,13.460000038146973,13.899999618530272,120500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.979999542236328,14.399999618530272,13.739999771118164,13.90999984741211,88900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.140000343322754,14.140000343322754,13.479999542236328,13.90999984741211,139200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.329999923706056,15.380000114440918,14.329999923706056,15.140000343322754,179800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.260000228881836,15.4399995803833,14.670000076293944,15.0600004196167,129200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,15.300000190734863,15.850000381469728,15.270000457763672,15.8100004196167,153300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,16.020000457763672,16.81999969482422,15.850000381469728,16.719999313354492,217000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.0,17.170000076293945,16.559999465942383,16.6299991607666,126500.0,,,,,,,,,,
