Date,Open,High,Low,Close,Volume,"('Adj Close', 'CIO')","('Close', 'CIO')","('High', 'CIO')","('Low', 'CIO')","('Open', 'CIO')","('Volume', 'CIO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.130000114440918,6.429999828338623,6.03000020980835,6.28000020980835,225100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.090000152587891,6.119999885559082,5.90500020980835,5.940000057220459,369300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.949999809265137,6.195000171661377,5.949999809265137,6.099999904632568,372500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.010000228881836,6.389999866485596,5.960000038146973,6.25,651100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.300000190734863,6.449999809265137,6.190000057220459,6.369999885559082,526400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.079999923706055,6.315000057220459,6.053999900817871,6.269999980926514,539000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.21999979019165,6.489999771118164,6.21999979019165,6.400000095367432,300600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.300000190734863,6.449999809265137,6.159999847412109,6.21999979019165,420700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.409999847412109,6.460000038146973,6.235000133514404,6.25,259300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.195000171661377,6.195000171661377,6.050000190734863,6.070000171661377,276900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.940000057220459,6.09499979019165,5.864999771118164,6.070000171661377,353000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.119999885559082,6.119999885559082,5.610000133514404,5.610000133514404,284600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.670000076293945,5.670000076293945,5.480000019073486,5.539999961853027,212700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.610000133514404,5.730000019073486,5.570000171661377,5.710000038146973,163000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.829999923706055,5.869999885559082,5.559999942779541,5.619999885559082,151800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.739999771118164,5.75,5.429999828338623,5.449999809265137,150000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.639999866485596,5.659999847412109,5.550000190734863,5.639999866485596,159400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.659999847412109,5.710000038146973,5.559999942779541,5.579999923706055,131200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.519999980926514,5.630000114440918,5.489999771118164,5.630000114440918,113900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.590000152587891,5.590000152587891,5.480000019073486,5.489999771118164,92000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.53000020980835,5.539999961853027,5.235000133514404,5.25,348800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.269999980926514,5.289999961853027,5.0,5.239999771118164,152400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.079999923706055,5.119999885559082,4.989999771118164,4.989999771118164,211300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.900000095367432,4.900000095367432,4.619999885559082,4.650000095367432,282700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.619999885559082,4.809999942779541,4.550000190734863,4.670000076293945,216200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.639999866485596,4.690000057220459,4.519999980926514,4.610000133514404,219700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.630000114440918,4.784999847412109,4.605000019073486,4.730000019073486,144700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.760000228881836,4.789999961853027,4.679999828338623,4.78000020980835,151900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.860000133514404,5.050000190734863,4.800000190734863,4.949999809265137,292800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.659999847412109,4.699999809265137,4.480000019073486,4.570000171661377,360400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.630000114440918,4.679999828338623,4.53000020980835,4.590000152587891,188000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.659999847412109,4.829999923706055,4.650000095367432,4.789999961853027,223600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,4.710000038146973,4.840000152587891,4.619999885559082,4.75,215000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,4.639999866485596,4.730000019073486,4.619999885559082,4.619999885559082,210100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,4.619999885559082,4.71999979019165,4.619999885559082,4.670000076293945,169500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,4.590000152587891,4.610000133514404,4.349999904632568,4.420000076293945,491300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,4.429999828338623,4.550000190734863,4.349999904632568,4.460000038146973,216100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,4.400000095367432,4.440000057220459,4.059999942779541,4.090000152587891,501600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,4.150000095367432,4.255000114440918,4.099999904632568,4.119999885559082,257800.0,,,,,,,,,,
