Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPWH')","('Close', 'SPWH')","('High', 'SPWH')","('Low', 'SPWH')","('Open', 'SPWH')","('Volume', 'SPWH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.289999961853027,4.619999885559082,4.28000020980835,4.460000038146973,575100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.420000076293945,4.550000190734863,4.369999885559082,4.440000057220459,715900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.420000076293945,4.449999809265137,4.315000057220459,4.440000057220459,398100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.420000076293945,4.505000114440918,4.380000114440918,4.480000019073486,775100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.429999828338623,4.590000152587891,4.420000076293945,4.5,303300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.429999828338623,4.429999828338623,4.28000020980835,4.289999961853027,293400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.260000228881836,4.429999828338623,4.21999979019165,4.260000228881836,339100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.239999771118164,4.284999847412109,4.179999828338623,4.239999771118164,253700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.25,4.324999809265137,4.199999809265137,4.210000038146973,240200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.239999771118164,4.260000228881836,4.159999847412109,4.210000038146973,275100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.110000133514404,4.170000076293945,4.019999980926514,4.039999961853027,366600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.090000152587891,4.090000152587891,3.7899999618530273,3.829999923706055,498200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.859999895095825,3.859999895095825,3.75,3.829999923706055,342500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.849999904632568,4.079999923706055,3.839999914169312,4.079999923706055,245500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.119999885559082,4.21999979019165,4.119999885559082,4.170000076293945,201900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.25,4.25,4.114999771118164,4.170000076293945,270900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.230000019073486,4.265999794006348,4.133999824523926,4.21999979019165,171200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.25,4.320000171661377,4.045000076293945,4.070000171661377,154300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.079999923706055,4.281000137329102,3.964999914169312,4.090000152587891,196200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.050000190734863,4.099999904632568,4.019999980926514,4.050000190734863,156200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.079999923706055,4.079999923706055,3.849999904632568,3.849999904632568,250400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.849999904632568,3.900000095367432,3.634999990463257,3.670000076293945,398200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.630000114440918,3.7699999809265137,3.5899999141693115,3.700000047683716,363900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.700000047683716,3.7300000190734863,3.5899999141693115,3.609999895095825,483000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.5799999237060547,3.7200000286102295,3.555000066757202,3.680000066757202,237500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.690000057220459,3.690000057220459,3.5299999713897705,3.650000095367432,406500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.660000085830689,3.75,3.634999990463257,3.740000009536743,174100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.75,3.7899999618530273,3.680000066757202,3.740000009536743,290500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.839999914169312,4.110000133514404,3.809999942779541,4.050000190734863,366000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.920000076293945,3.944000005722046,3.7799999713897705,3.809999942779541,272500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.839999914169312,3.920000076293945,3.7799999713897705,3.910000085830689,183300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.910000085830689,4.050000190734863,3.869999885559082,4.03000020980835,234900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,4.0,4.099999904632568,3.950000047683716,4.0,303000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.940000057220459,4.010000228881836,3.849999904632568,3.900000095367432,212100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.829999923706055,3.900000095367432,3.799999952316284,3.839999914169312,427300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.839999914169312,3.890000104904175,3.7699999809265137,3.7799999713897705,197700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.7799999713897705,3.8350000381469727,3.75,3.7899999618530273,147600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.7699999809265137,3.910000085830689,3.670000076293945,3.690000057220459,212000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.7300000190734863,3.809999942779541,3.704999923706055,3.7699999809265137,484900.0,,,,,,,,,,
