Date,Open,High,Low,Close,Volume,"('Adj Close', 'SBCF')","('Close', 'SBCF')","('High', 'SBCF')","('Low', 'SBCF')","('Open', 'SBCF')","('Volume', 'SBCF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.030000686645508,28.850000381469727,27.920000076293945,28.06999969482422,434800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.899999618530277,27.899999618530277,27.049999237060547,27.09000015258789,435500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.15999984741211,27.440000534057617,27.1200008392334,27.21999931335449,420900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.729999542236328,27.540000915527344,26.649999618530277,27.040000915527344,403800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.040000915527344,27.51000022888184,26.950000762939453,27.479999542236328,252000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.030000686645508,27.459999084472656,26.920000076293945,27.209999084472656,310200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.96999931335449,27.280000686645508,26.21999931335449,27.190000534057617,320600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.8700008392334,27.56999969482422,26.229999542236328,26.96999931335449,574000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.36000061035156,27.459999084472656,26.299999237060547,26.530000686645508,254200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.88999938964844,26.34000015258789,25.84000015258789,25.93000030517578,296800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.31999969482422,25.899999618530277,25.270000457763672,25.63999938964844,267100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.799999237060547,25.950000762939453,25.5,25.790000915527344,194300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.989999771118164,26.309999465942383,25.57999992370605,26.239999771118164,379000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.489999771118164,27.020000457763672,26.3700008392334,27.01000022888184,459000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.270000457763672,27.270000457763672,26.420000076293945,26.700000762939453,249200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.850000381469727,27.280000686645508,26.57999992370605,26.61000061035156,328200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.950000762939453,27.149999618530277,25.959999084472656,26.31999969482422,517100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,27.020000457763672,27.020000457763672,25.780000686645508,26.15999984741211,617900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.149999618530277,26.489999771118164,25.920000076293945,26.43000030517578,485600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.440000534057617,26.600000381469727,26.1200008392334,26.34000015258789,310500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.6200008392334,25.899999618530277,24.559999465942383,24.559999465942383,486800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,24.850000381469727,25.11000061035156,23.309999465942383,23.950000762939453,947700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,23.459999084472656,24.18000030517578,23.100000381469727,24.100000381469727,567100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,23.809999465942383,24.270000457763672,23.559999465942383,24.18000030517578,543000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.1299991607666,24.520000457763672,23.96999931335449,24.229999542236328,494600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,24.21999931335449,24.420000076293945,23.46999931335449,24.200000762939453,445400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,24.170000076293945,24.520000457763672,24.01000022888184,24.309999465942383,377900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,24.3799991607666,24.850000381469727,23.940000534057617,24.71999931335449,318100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,24.6299991607666,25.690000534057617,24.6299991607666,25.34000015258789,432700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,24.31999969482422,24.809999465942383,23.68000030517578,24.309999465942383,664100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,24.709999084472656,25.040000915527344,24.020000457763672,24.51000022888184,421500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,24.780000686645508,25.709999084472656,24.59000015258789,25.450000762939453,420400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,25.1200008392334,25.309999465942383,24.899999618530277,25.030000686645508,298600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,24.6200008392334,24.989999771118164,24.51000022888184,24.540000915527344,253400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,24.350000381469727,24.43000030517578,24.1200008392334,24.229999542236328,412100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,24.11000061035156,24.43000030517578,23.76000022888184,24.049999237060547,325800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,24.040000915527344,24.440000534057617,23.899999618530277,23.96999931335449,365400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,23.979999542236328,24.1299991607666,23.649999618530277,23.8700008392334,246900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,24.149999618530277,24.25,23.82999992370605,23.979999542236328,234700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,23.670000076293945,23.920000076293945,23.559999465942383,23.59000015258789,262800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,24.170000076293945,24.530000686645508,23.780000686645508,24.13999938964844,304600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,24.0,24.07999992370605,23.51000022888184,24.030000686645508,272000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,23.96999931335449,24.3700008392334,23.56999969482422,23.65999984741211,273100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,23.549999237060547,24.8700008392334,23.489999771118164,24.780000686645508,413700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,24.899999618530277,25.450000762939453,24.399999618530277,24.979999542236328,415200.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,25.40999984741211,25.6200008392334,24.96999931335449,25.13999938964844,410700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,25.540000915527344,25.729999542236328,25.0,25.11000061035156,301500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,25.13999938964844,25.170000076293945,24.82999992370605,24.82999992370605,209700.0,,,,,,,,,,
