Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHH')","('Close', 'CHH')","('High', 'CHH')","('Low', 'CHH')","('Open', 'CHH')","('Volume', 'CHH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,111.12000274658205,115.22000122070312,111.12000274658205,114.05999755859376,626100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,112.88999938964844,114.3000030517578,112.2300033569336,112.83000183105467,532800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,113.12000274658205,115.05999755859376,112.83999633789062,114.61000061035156,493900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,114.58999633789062,116.98999786376952,114.22000122070312,114.62000274658205,695000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,114.37999725341795,117.16999816894533,114.37999725341795,117.06999969482422,513200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,115.58000183105467,116.58999633789062,115.0999984741211,115.54000091552734,363700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,115.79000091552734,117.58000183105467,115.4000015258789,117.5500030517578,423200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,117.48999786376952,117.58999633789062,116.23999786376952,117.12000274658205,409200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,117.58000183105467,117.58000183105467,115.88999938964844,116.13999938964844,406500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,115.36000061035156,115.79000091552734,114.4000015258789,114.5,504200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,113.58000183105467,114.8000030517578,113.45999908447266,114.1500015258789,349200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,114.69000244140624,116.5500030517578,114.43000030517578,116.0999984741211,340200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,116.25,117.26000213623048,115.9800033569336,117.0,343300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,117.77999877929688,117.77999877929688,115.5500030517578,116.04000091552734,455600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,116.66000366210938,118.30999755859376,116.05999755859376,118.1500015258789,542300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,118.86000061035156,118.86000061035156,117.5199966430664,118.3499984741211,426600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,119.5999984741211,122.11000061035156,118.91999816894533,121.26000213623048,538000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,121.5500030517578,122.11000061035156,120.98999786376952,121.55999755859376,387800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,121.3000030517578,122.66000366210938,120.12999725341795,122.5,439000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,122.3000030517578,123.9800033569336,122.25,123.33999633789062,400700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,123.3000030517578,123.4499969482422,121.02999877929688,121.12000274658205,437800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,121.66000366210938,122.08000183105467,119.9499969482422,121.75,356800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,121.4499969482422,122.54000091552734,120.02999877929688,122.12999725341795,222200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,121.23999786376952,121.45999908447266,119.66999816894533,120.29000091552734,306700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,120.41000366210938,121.86000061035156,119.55999755859376,120.98999786376952,318900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,120.8499984741211,122.44000244140624,120.20999908447266,121.76000213623048,287600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,122.61000061035156,122.79000091552734,121.37999725341795,122.4499969482422,298500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,121.98999786376952,122.1999969482422,120.63999938964844,120.81999969482422,327800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,120.6999969482422,122.08999633789062,120.6999969482422,120.93000030517578,438600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,119.02999877929688,119.02999877929688,116.79000091552734,117.43000030517578,500100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,118.31999969482422,118.7699966430664,117.05999755859376,118.3000030517578,422000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,118.44000244140624,120.0199966430664,118.37999725341795,118.73999786376952,424800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,117.76000213623048,119.2699966430664,117.2300033569336,117.38999938964844,712500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,117.0,119.3499984741211,113.9499969482422,114.0999984741211,798700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,113.72000122070312,114.41000366210938,112.12999725341795,114.02999877929688,689300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,114.87999725341795,114.87999725341795,112.43000030517578,114.19000244140624,599100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,113.8499984741211,114.0,111.9000015258789,112.83999633789062,603400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,112.6500015258789,112.87000274658205,110.76000213623048,112.05999755859376,501100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,112.37999725341795,113.1500015258789,111.9499969482422,112.16999816894533,433400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,111.68000030517578,113.38999938964844,111.1500015258789,113.22000122070312,293300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,113.47000122070312,113.77999877929688,111.43000030517578,111.94000244140624,579500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,111.25,111.87999725341795,109.3499984741211,109.83000183105467,548300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,109.79000091552734,110.83000183105467,109.01000213623048,109.5999984741211,530400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,108.9499969482422,115.69000244140624,108.91000366210938,114.70999908447266,1262500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,115.91000366210938,119.97000122070312,115.91000366210938,119.97000122070312,1128400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,120.11000061035156,121.22000122070312,119.4800033569336,120.98999786376952,825200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,121.29000091552734,122.73999786376952,121.02999877929688,121.02999877929688,702100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,131.0,133.5399932861328,125.56999969482422,127.7699966430664,2387600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,127.44000244140624,128.75999450683594,125.88999938964844,126.83000183105467,843400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,127.27999877929688,127.9800033569336,125.30999755859376,125.86000061035156,1036600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,126.3499984741211,127.48999786376952,125.1999969482422,126.91000366210938,821800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,126.8000030517578,129.27999877929688,126.51000213623048,128.9600067138672,912600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,129.32000732421875,129.47999572753906,127.58000183105467,128.19000244140625,847600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,128.75,129.6699981689453,128.3300018310547,128.8699951171875,499700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,128.89999389648438,130.9199981689453,128.32000732421875,130.02000427246094,392900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,130.14999389648438,130.74000549316406,129.4199981689453,130.0500030517578,491600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,130.47999572753906,130.94000244140625,126.9499969482422,127.18000030517578,498400.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,127.26000213623048,128.35000610351562,124.83999633789062,125.04000091552734,639000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,126.01000213623048,126.12000274658205,124.88999938964844,125.26000213623048,457100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,126.1500015258789,128.14999389648438,125.9499969482422,127.9000015258789,544600.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,127.98999786376952,128.97999572753906,126.06999969482422,126.3499984741211,552000.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,126.12000274658205,126.16999816894533,123.62999725341795,123.70999908447266,505600.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,122.5,123.1500015258789,119.69000244140624,119.83999633789062,598900.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,119.16999816894533,119.93000030517578,118.5999984741211,118.9000015258789,539900.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,119.8499984741211,121.5999984741211,119.26000213623048,120.69000244140624,645800.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,120.20999908447266,122.44000244140624,120.0999984741211,122.16000366210938,611200.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,122.36000061035156,124.61000061035156,122.36000061035156,124.54000091552734,757700.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,125.27999877929688,126.5999984741211,124.83999633789062,126.22000122070312,770400.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,125.27999877929688,126.6500015258789,124.5999984741211,126.16999816894533,552600.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,126.27999877929688,127.0500030517578,122.8499984741211,124.83999633789062,571700.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,123.5,123.93000030517578,121.20999908447266,121.7699966430664,671500.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,123.2300033569336,124.08000183105467,118.95999908447266,119.29000091552734,602500.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,118.91000366210938,120.05999755859376,118.3499984741211,118.4000015258789,394300.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,118.9800033569336,119.4800033569336,116.91000366210938,117.33000183105467,468700.0,,,,,,,,,,
