Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHPT')","('Close', 'CHPT')","('High', 'CHPT')","('Low', 'CHPT')","('Open', 'CHPT')","('Volume', 'CHPT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.299999952316284,2.3499999046325684,2.1700000762939453,2.1700000762939453,13233900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.1600000858306885,2.1600000858306885,2.0299999713897705,2.059999942779541,15023300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.069999933242798,2.180000066757202,2.0299999713897705,2.109999895095825,12667500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.0999999046325684,2.289999961853028,2.059999942779541,2.2300000190734863,12762900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.240000009536743,2.2699999809265137,2.140000104904175,2.2300000190734863,13573700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.220000028610229,2.2699999809265137,2.109999895095825,2.130000114440918,11673100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.140000104904175,2.140000104904175,1.940000057220459,1.940000057220459,23301800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.9800000190734863,2.039999961853028,1.8600000143051147,2.009999990463257,25859300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.009999990463257,2.069999933242798,1.8899999856948853,1.899999976158142,13194900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.899999976158142,1.899999976158142,1.7799999713897705,1.7999999523162842,17064900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7599999904632568,1.7699999809265137,1.649999976158142,1.7200000286102295,18985900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.7400000095367432,1.7799999713897705,1.5750000476837158,1.649999976158142,20120900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.6399999856948853,1.7599999904632568,1.559999942779541,1.7400000095367432,25056300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.7899999618530271,2.039999961853028,1.7799999713897705,1.9600000381469729,26403500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.039999961853028,2.180000066757202,2.009999990463257,2.1600000858306885,22590000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.240000009536743,2.2799999713897705,2.009999990463257,2.0299999713897705,16003500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.0,2.059999942779541,1.870000004768372,1.9600000381469729,13311100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.9700000286102293,2.049999952316284,1.919999957084656,1.940000057220459,7232600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.940000057220459,2.059999942779541,1.8600000143051147,2.039999961853028,13104300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.009999990463257,2.0199999809265137,1.9299999475479128,1.940000057220459,8787200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.940000057220459,2.0999999046325684,1.8899999856948853,1.899999976158142,17231100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.0,2.069999933242798,1.940000057220459,2.049999952316284,16059900.0,,,,,,,,,,
