Date,Open,High,Low,Close,Volume,"('Adj Close', 'HFBL')","('Close', 'HFBL')","('High', 'HFBL')","('Low', 'HFBL')","('Open', 'HFBL')","('Volume', 'HFBL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.800000190734863,14.800000190734863,14.75,14.75,1000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.75,14.75,14.699999809265137,14.75,1400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.699999809265137,14.699999809265137,14.510000228881836,14.510000228881836,800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.039999961853027,14.039999961853027,14.039999961853027,14.039999961853027,300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.100000381469728,14.130000114440918,14.100000381469728,14.109999656677246,600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,14.170000076293944,14.550000190734863,14.170000076293944,14.550000190734863,800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.0,14.0,14.0,14.0,300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,14.010000228881836,14.010000228881836,14.010000228881836,14.010000228881836,300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,14.010000228881836,14.010000228881836,14.010000228881836,14.010000228881836,0.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.979999542236328,13.989999771118164,13.979999542236328,13.989999771118164,300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.029999732971191,14.34000015258789,14.0,14.039999961853027,600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.039999961853027,14.039999961853027,14.039999961853027,14.039999961853027,0.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.039999961853027,14.039999961853027,14.039999961853027,14.039999961853027,0.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.420000076293944,14.420000076293944,14.420000076293944,14.420000076293944,600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.420000076293944,14.420000076293944,14.420000076293944,14.420000076293944,300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.5,14.600000381469728,13.779999732971191,13.779999732971191,1600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.779999732971191,13.779999732971191,13.779999732971191,13.779999732971191,0.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.6899995803833,13.800000190734863,13.5,13.6899995803833,2700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.6899995803833,13.6899995803833,13.6899995803833,13.6899995803833,0.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.6899995803833,13.6899995803833,13.6899995803833,13.6899995803833,0.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,13.59000015258789,14.140000343322754,13.59000015258789,13.6899995803833,3200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.699999809265137,13.699999809265137,13.649999618530272,13.649999618530272,1300.0,,,,,,,,,,
