Date,Open,High,Low,Close,Volume,"('Adj Close', 'SPGI')","('Close', 'SPGI')","('High', 'SPGI')","('Low', 'SPGI')","('Open', 'SPGI')","('Volume', 'SPGI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,439.2699890136719,440.5,433.760009765625,436.3900146484375,1080600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,433.4100036621094,434.6000061035156,429.0799865722656,429.8599853515625,936500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,430.6499938964844,433.6499938964844,429.0199890136719,429.6700134277344,1052100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,428.8599853515625,431.3800048828125,425.7699890136719,427.9299926757813,921200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,430.6499938964844,432.3900146484375,427.5799865722656,432.1700134277344,1193100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,428.2900085449219,432.8800048828125,428.2900085449219,430.1700134277344,706200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,431.75,434.9500122070313,429.6499938964844,433.1300048828125,1002500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,434.1700134277344,435.6199951171875,430.2200012207031,434.1900024414063,1328800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,437.4700012207031,439.2999877929688,434.1400146484375,437.0,842800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,433.4400024414063,438.2200012207031,432.8699951171875,436.5499877929688,1127800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,433.8399963378906,439.489990234375,433.4599914550781,437.7300109863281,1041000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,439.4800109863281,441.1600036621094,435.6300048828125,439.6000061035156,1204100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,441.2300109863281,443.4599914550781,439.0299987792969,441.9500122070313,1172500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,444.7200012207031,446.2099914550781,442.8399963378906,444.4599914550781,1025000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,446.5700073242188,447.0,443.0199890136719,446.489990234375,816600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,448.4100036621094,450.3200073242188,445.2000122070313,445.8999938964844,892400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,447.3599853515625,449.5700073242188,443.6199951171875,449.3399963378906,1071000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,448.9299926757813,449.4400024414063,445.4200134277344,446.6000061035156,787600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,447.9299926757813,450.6199951171875,444.9599914550781,449.80999755859375,1073600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,450.1900024414063,455.3299865722656,448.5,454.55999755859375,1098700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,455.010009765625,457.1900024414063,447.9599914550781,448.3500061035156,1820100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,448.3500061035156,457.4599914550781,447.7300109863281,457.2200012207031,1078100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,455.0,456.7300109863281,448.1799926757813,454.0499877929688,1552900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,450.0,453.0199890136719,445.6700134277344,451.5400085449219,1247300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,451.7900085449219,454.5199890136719,449.7200012207031,453.2900085449219,975700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,459.3800048828125,461.1600036621094,453.6300048828125,459.7200012207031,1584000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,431.7999877929688,437.3399963378906,419.8500061035156,436.6300048828125,3790200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,436.9299926757813,441.0400085449219,431.3299865722656,437.8900146484375,1863700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,439.1400146484375,439.1400146484375,429.1799926757813,429.5299987792969,1817000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,421.8399963378906,426.260009765625,420.1300048828125,422.4800109863281,1888800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,424.4500122070313,425.5,417.4700012207031,421.2099914550781,1621300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,423.489990234375,426.6600036621094,422.0799865722656,424.489990234375,1378100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,422.0,427.510009765625,421.8599853515625,423.5700073242188,1813400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,423.1600036621094,426.2099914550781,420.6900024414063,426.010009765625,2424700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,425.510009765625,429.489990234375,421.3800048828125,424.3299865722656,979400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,429.1099853515625,437.6199951171875,428.4800109863281,435.2200012207031,1328000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,436.4800109863281,440.3200073242188,436.1600036621094,438.2699890136719,871200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,436.6799926757813,439.2999877929688,433.3900146484375,433.4100036621094,1135400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,433.25,434.6000061035156,426.239990234375,427.8399963378906,1493600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,427.4700012207031,431.80999755859375,426.1700134277344,429.3900146484375,1222200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,432.510009765625,433.5899963378906,428.0199890136719,428.3800048828125,2070200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,428.0,432.2699890136719,426.989990234375,429.010009765625,1484400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,428.3800048828125,429.510009765625,423.9500122070313,425.4400024414063,2056800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,423.80999755859375,427.05999755859375,421.3900146484375,422.30999755859375,1456200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,424.3299865722656,426.8999938964844,422.3500061035156,426.1400146484375,1529800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,430.7300109863281,430.7300109863281,426.3999938964844,426.6700134277344,1189000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,427.739990234375,430.6000061035156,426.8699951171875,428.2300109863281,1138700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,427.0,428.6900024414063,423.2900085449219,426.6799926757813,987300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,429.3200073242188,430.7300109863281,426.1499938964844,428.6099853515625,1005600.0,,,,,,,,,,
