Date,Open,High,Low,Close,Volume,"('Adj Close', 'THS')","('Close', 'THS')","('High', 'THS')","('Low', 'THS')","('Open', 'THS')","('Volume', 'THS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.150001525878906,42.86000061035156,41.04999923706055,42.33000183105469,1081300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,42.709999084472656,42.709999084472656,41.0099983215332,41.060001373291016,402400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,41.20000076293945,41.560001373291016,40.7400016784668,40.95000076293945,519000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.81999969482422,41.630001068115234,40.61000061035156,40.77999877929688,472200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.83000183105469,41.34999847412109,40.4900016784668,40.97999954223633,785700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,40.619998931884766,41.540000915527344,40.33000183105469,41.52000045776367,570500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.400001525878906,41.47999954223633,40.650001525878906,41.43999862670898,357500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.27999877929688,41.52000045776367,40.86000061035156,41.150001525878906,295600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.540000915527344,41.7400016784668,40.9900016784668,41.54999923706055,249100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,41.54999923706055,41.68000030517578,40.81999969482422,41.220001220703125,501800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.83000183105469,41.52000045776367,40.790000915527344,41.060001373291016,247200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.90999984741211,41.08000183105469,40.400001525878906,41.02999877929688,281000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.119998931884766,41.220001220703125,40.31999969482422,40.93000030517578,345800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.91999816894531,41.5099983215332,40.75,41.5,305800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.08000183105469,42.150001525878906,41.5,41.880001068115234,340700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,42.11000061035156,42.20000076293945,41.56999969482422,41.84000015258789,318200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,42.380001068115234,42.86000061035156,42.0,42.25,453400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,42.5,42.540000915527344,41.880001068115234,42.0,477100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,42.18999862670898,42.63999938964844,41.84000015258789,42.5099983215332,664000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,42.34000015258789,42.560001373291016,42.02999877929688,42.459999084472656,345200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,42.43999862670898,42.95000076293945,42.040000915527344,42.09999847412109,434400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,42.16999816894531,42.90999984741211,42.0099983215332,42.900001525878906,421600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,42.70000076293945,43.59000015258789,42.70000076293945,43.29999923706055,359800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,42.97999954223633,43.09999847412109,42.34999847412109,42.52000045776367,407600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,42.45000076293945,43.150001525878906,42.45000076293945,42.86000061035156,330100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,43.02999877929688,43.11000061035156,41.970001220703125,42.18000030517578,346100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,42.380001068115234,43.22999954223633,42.31999969482422,43.09999847412109,438400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,42.90999984741211,43.16999816894531,42.59999847412109,42.86000061035156,363500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,42.84999847412109,43.630001068115234,42.650001525878906,43.4900016784668,409100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,43.02000045776367,43.5099983215332,41.81999969482422,41.86000061035156,509200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,41.970001220703125,41.970001220703125,41.09000015258789,41.810001373291016,338000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,41.95000076293945,42.90999984741211,41.95000076293945,42.7400016784668,449400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,38.0,39.18000030517578,35.900001525878906,36.119998931884766,2370200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,35.47999954223633,36.68999862670898,35.0099983215332,36.650001525878906,1176600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,36.7599983215332,37.15999984741211,36.34000015258789,36.7400016784668,919600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,36.08000183105469,36.77000045776367,35.2599983215332,36.65999984741211,797300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,36.56999969482422,36.91999816894531,36.36000061035156,36.709999084472656,558000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,36.650001525878906,37.220001220703125,36.2599983215332,36.27999877929688,445600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,36.22999954223633,36.369998931884766,35.560001373291016,35.880001068115234,441800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,35.869998931884766,36.52999877929688,35.869998931884766,36.2599983215332,606000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,36.59999847412109,36.65999984741211,35.34000015258789,35.790000915527344,794500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,35.790000915527344,35.790000915527344,35.060001373291016,35.38999938964844,412800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,35.20000076293945,35.779998779296875,34.7599983215332,35.47999954223633,667800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,35.52000045776367,36.15999984741211,35.31999969482422,35.810001373291016,673400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,35.97999954223633,36.25,35.540000915527344,35.970001220703125,542400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,36.25,36.369998931884766,35.54999923706055,35.84000015258789,465200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,35.91999816894531,36.630001068115234,35.77000045776367,36.619998931884766,510600.0,,,,,,,,,,
