Date,Open,High,Low,Close,Volume,"('Adj Close', 'MSFT')","('Close', 'MSFT')","('High', 'MSFT')","('Low', 'MSFT')","('Open', 'MSFT')","('Volume', 'MSFT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,25258600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,369.010009765625,373.260009765625,368.510009765625,370.6000061035156,23083500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,370.6700134277344,373.1000061035156,367.1700134277344,367.9400024414063,20901500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,368.9700012207031,372.05999755859375,366.5,367.75,20987000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,369.2999877929688,375.2000122070313,369.010009765625,374.6900024414063,23134000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,372.010009765625,375.989990234375,371.1900024414063,375.7900085449219,20830000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,376.3699951171875,384.1700134277344,376.3200073242188,382.7699890136719,25514200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,386.0,390.6799926757813,380.3800048828125,384.6300048828125,27850800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,385.489990234375,388.6799926757813,384.6499938964844,388.4700012207031,21645700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,27202300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,22234100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,23392100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,395.760009765625,398.6700134277344,393.5,398.6700134277344,29272000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,27016900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,395.75,399.3800048828125,393.9299926757813,398.8999938964844,20525900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,401.5400085449219,405.6300048828125,400.4500122070313,402.55999755859375,24867000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,404.3200073242188,407.010009765625,402.5299987792969,404.8699951171875,21021200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,404.3699951171875,406.1700134277344,402.4299926757813,403.9299926757813,17803300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,24510200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,412.260009765625,413.0499877929688,406.4500122070313,408.5899963378906,33477600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,406.9599914550781,415.3200073242188,397.2099914550781,397.5799865722656,47871100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,401.8299865722656,408.0,401.7999877929688,403.7799987792969,30657700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,28245000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,25352300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,18382600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,407.4400024414063,414.2999877929688,407.3999938964844,414.0499877929688,22340500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,414.0499877929688,415.55999755859375,412.5299987792969,414.1099853515625,21225300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,415.25,420.8200073242188,415.0899963378906,420.5499877929688,22032800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,420.55999755859375,420.739990234375,414.75,415.260009765625,21202900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,404.9400024414063,410.0700073242188,403.3900146484375,406.3200073242188,27824900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,408.0700073242188,409.8399963378906,404.5700073242188,409.489990234375,20401200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,21825500.0,,,,,,,,,,
