Date,Open,High,Low,Close,Volume,"('Adj Close', 'REVG')","('Close', 'REVG')","('High', 'REVG')","('Low', 'REVG')","('Open', 'REVG')","('Volume', 'REVG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.100000381469727,18.280000686645508,17.90999984741211,17.969999313354492,296600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.899999618530273,17.899999618530273,17.334999084472656,17.3700008392334,206600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,17.40999984741211,17.40999984741211,16.809999465942383,16.84000015258789,223900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,16.780000686645508,17.420000076293945,16.610000610351562,17.100000381469727,754000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.200000762939453,17.510000228881836,17.110000610351562,17.43000030517578,298100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.200000762939453,17.389999389648438,17.020000457763672,17.329999923706055,186800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.299999237060547,17.450000762939453,17.079999923706055,17.209999084472656,147300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.18000030517578,17.34000015258789,16.84000015258789,17.31999969482422,274800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.600000381469727,17.600000381469727,17.3700008392334,17.40999984741211,235100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.329999923706055,17.450000762939453,17.149999618530273,17.43000030517578,130400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.18000030517578,17.3799991607666,17.18000030517578,17.290000915527344,151600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.399999618530273,17.559999465942383,17.309999465942383,17.510000228881836,154300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.6299991607666,17.729999542236328,17.229999542236328,17.450000762939453,135700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.6200008392334,17.7549991607666,17.540000915527344,17.729999542236328,142900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.969999313354492,17.969999313354492,17.350000381469727,17.360000610351562,272000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.549999237060547,17.739999771118164,17.3700008392334,17.440000534057617,264800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.59000015258789,17.979999542236328,17.485000610351562,17.959999084472656,575000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.969999313354492,18.09000015258789,17.889999389648438,18.030000686645508,194900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.56999969482422,20.170000076293945,18.780000686645508,20.11000061035156,998300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.270000457763672,20.670000076293945,19.75,20.020000457763672,836700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.06999969482422,20.170000076293945,19.405000686645508,19.520000457763672,600600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,19.700000762939453,20.100000381469727,19.270000457763672,19.46999931335449,581700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.420000076293945,19.68000030517578,19.209999084472656,19.38999938964844,527100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.38999938964844,20.020000457763672,19.299999237060547,19.549999237060547,642500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,19.549999237060547,19.549999237060547,18.93000030517578,19.450000762939453,817700.0,,,,,,,,,,
