Date,Open,High,Low,Close,Volume,"('Adj Close', 'CCK')","('Close', 'CCK')","('High', 'CCK')","('Low', 'CCK')","('Open', 'CCK')","('Volume', 'CCK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,91.26000213623048,92.61000061035156,91.02999877929688,91.75,737900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,90.63999938964844,91.01000213623048,89.25,90.11000061035156,1006300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,89.9800033569336,90.69000244140624,89.97000122070312,90.33999633789062,823200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,89.80000305175781,91.56999969482422,89.2699966430664,91.2300033569336,1298800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,91.08999633789062,92.08999633789062,90.5199966430664,92.0,855600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,91.4499969482422,92.08000183105467,90.66999816894533,91.77999877929688,559800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,91.44000244140624,92.04000091552734,90.9499969482422,91.4800033569336,757100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,91.86000061035156,92.06999969482422,90.72000122070312,91.1500015258789,900600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,92.08999633789062,92.5,90.51000213623048,90.8499984741211,412600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,90.12999725341795,90.80999755859376,89.43000030517578,90.79000091552734,863200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,89.72000122070312,90.58000183105467,89.25,89.55999755859375,821200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,89.73999786376953,90.0199966430664,88.72000122070312,89.29000091552734,799000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,89.30999755859375,90.80999755859376,88.33000183105469,90.63999938964844,840100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,90.4800033569336,91.3000030517578,90.25,90.8499984741211,552200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,91.6500015258789,91.8000030517578,90.5,91.1500015258789,1059900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,91.81999969482422,91.9800033569336,89.95999908447266,89.98999786376953,681100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,91.23999786376952,91.70999908447266,90.01000213623047,90.51000213623048,1159600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,91.13999938964844,91.31999969482422,90.36000061035156,91.04000091552734,709000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,90.62000274658205,90.97000122070312,89.69000244140625,90.7300033569336,1219900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,90.0999984741211,91.01000213623048,89.94000244140625,90.69000244140624,1053700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,91.11000061035156,91.16999816894533,88.4000015258789,88.5,1282200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,90.0999984741211,90.33999633789062,88.19999694824219,89.6500015258789,2147700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,88.37999725341797,89.26000213623047,87.27999877929688,89.04000091552734,1169600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,87.83999633789062,88.47000122070312,86.62999725341797,88.33000183105469,1206000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,70.83999633789062,77.76000213623047,69.61000061035156,76.66999816894531,5849500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,79.0,79.0,74.6500015258789,74.95999908447266,2629400.0,,,,,,,,,,
