Date,Open,High,Low,Close,Volume,"('Adj Close', 'AVY')","('Close', 'AVY')","('High', 'AVY')","('Low', 'AVY')","('Open', 'AVY')","('Volume', 'AVY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,198.6999969482422,201.0200042724609,197.63999938964844,199.6699981689453,434800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,197.2400054931641,199.33999633789065,193.52999877929688,196.72999572753903,475900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,195.9900054931641,197.25999450683597,195.27999877929688,195.67999267578125,612000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,194.7400054931641,197.2700042724609,194.7400054931641,196.08999633789065,491700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,195.94000244140625,196.52999877929688,194.33999633789065,195.38999938964844,543400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,193.7899932861328,195.5200042724609,193.4900054931641,195.3999938964844,428600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,195.3600006103516,196.2100067138672,194.47999572753903,196.0800018310547,350100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,195.8000030517578,196.8300018310547,194.1499938964844,196.72000122070312,311100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,198.2100067138672,198.33999633789065,195.3000030517578,197.1199951171875,273100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,195.55999755859372,196.4499969482422,194.02999877929688,196.17999267578125,328500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,195.38999938964844,196.5399932861328,195.0,196.3699951171875,307500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,196.50999450683597,198.6100006103516,195.47999572753903,198.4900054931641,274200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,198.9900054931641,200.7100067138672,197.4499969482422,200.6000061035156,350000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,200.72000122070312,202.6199951171875,200.6300048828125,202.0800018310547,337400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,203.07000732421875,204.50999450683597,200.3699951171875,201.02999877929688,407700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,201.8800048828125,203.1699981689453,198.4199981689453,198.4600067138672,319100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,201.3800048828125,202.97999572753903,199.3800048828125,200.41000366210935,393700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,201.22999572753903,201.58999633789065,199.58999633789065,201.0,404400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,200.5200042724609,201.0,197.8800048828125,199.91000366210935,601400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,198.9600067138672,202.30999755859372,198.6499938964844,201.2400054931641,708700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,203.33999633789065,203.7700042724609,196.9199981689453,199.4499969482422,1177600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,200.72000122070312,201.66000366210935,194.1499938964844,199.4600067138672,648300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,197.8500061035156,199.66000366210935,194.77999877929688,198.8600006103516,693200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,196.75999450683597,198.8500061035156,195.55999755859372,195.94000244140625,1091400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,195.7100067138672,199.07000732421875,194.7100067138672,198.44000244140625,573900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,199.8000030517578,203.25,198.77999877929688,203.07000732421875,494600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,203.9199981689453,204.5200042724609,200.4199981689453,202.97000122070312,354800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,202.52999877929688,205.1499938964844,202.00999450683597,204.7700042724609,450200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,205.4199981689453,208.4600067138672,204.75,206.80999755859372,442000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,203.7400054931641,204.7100067138672,201.9199981689453,203.8500061035156,345700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,204.75,206.4600067138672,204.25,206.38999938964844,333100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,206.94000244140625,208.92999267578125,206.67999267578125,208.6699981689453,259800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,208.3300018310547,211.7100067138672,208.3300018310547,208.8300018310547,306400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,207.75999450683597,211.52999877929688,207.52999877929688,209.7100067138672,606800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,210.00999450683597,211.1000061035156,208.72999572753903,210.92999267578125,359900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,212.0,216.44000244140625,211.3500061035156,216.4199981689453,572400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,216.82000732421875,217.52999877929688,214.08999633789065,214.69000244140625,455600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,214.5399932861328,214.97999572753903,212.9600067138672,214.30999755859372,322000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,214.7400054931641,215.58999633789065,213.52999877929688,214.1000061035156,318100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,213.02999877929688,215.13999938964844,212.82000732421875,214.16000366210935,302000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,214.66000366210935,216.9199981689453,214.1499938964844,216.52999877929688,1083800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,216.0,217.83999633789065,215.0500030517578,216.72000122070312,255800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,217.41000366210935,219.57000732421875,216.0399932861328,216.1300048828125,375100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,215.1300048828125,217.75,215.1300048828125,216.1699981689453,419600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,216.25999450683597,216.9900054931641,213.9900054931641,214.0200042724609,345800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,215.69000244140625,216.8000030517578,215.22999572753903,216.13999938964844,285900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,216.41000366210935,218.38999938964844,215.3999938964844,215.72999572753903,391800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,215.2899932861328,216.6300048828125,212.0800018310547,215.97000122070312,309000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,216.27999877929688,217.00999450683597,214.3699951171875,216.7899932861328,281600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,217.3800048828125,217.82000732421875,214.5,214.8300018310547,453400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,214.0800018310547,216.47000122070312,212.7700042724609,215.97000122070312,462400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,214.16000366210935,217.9199981689453,214.16000366210935,215.67999267578125,643700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,215.88999938964844,217.16000366210935,214.32000732421875,214.47000122070312,355900.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,214.88999938964844,216.22000122070312,214.25,215.2100067138672,368700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,215.42999267578125,217.2700042724609,214.1999969482422,216.47000122070312,308000.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,217.0,219.75999450683597,216.1300048828125,218.6300048828125,284600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,219.1999969482422,219.1999969482422,215.1100006103516,215.5800018310547,343100.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,215.88999938964844,217.6100006103516,215.6000061035156,217.30999755859372,339400.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,217.44000244140625,223.07000732421875,217.44000244140625,219.41000366210935,648300.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,220.05999755859372,224.2400054931641,219.08999633789065,224.2400054931641,470200.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,224.3500061035156,225.25999450683597,223.07000732421875,223.25,316700.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,223.41000366210935,224.3800048828125,222.1999969482422,223.57000732421875,256000.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,222.55999755859372,222.6499938964844,219.7100067138672,220.3699951171875,402900.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,220.38999938964844,221.5800018310547,219.5200042724609,221.13999938964844,358800.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,222.75999450683597,223.9199981689453,216.8300018310547,217.13999938964844,385600.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,216.8500061035156,218.69000244140625,215.8800048828125,218.1100006103516,361100.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,218.6199951171875,220.30999755859372,217.2899932861328,218.1999969482422,322600.0,,,,,,,,,,
