Date,Open,High,Low,Close,Volume,"('Adj Close', 'ZWS')","('Close', 'ZWS')","('High', 'ZWS')","('Low', 'ZWS')","('Open', 'ZWS')","('Volume', 'ZWS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.200000762939453,29.5,28.93000030517578,29.11000061035156,877500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.950000762939453,29.06999969482422,28.18000030517578,28.18000030517578,960100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.190000534057617,28.65999984741211,28.149999618530277,28.31999969482422,956400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.100000381469727,28.459999084472656,27.920000076293945,27.93000030517578,947500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.90999984741211,28.059999465942383,27.75,28.049999237060547,973900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.709999084472656,28.06999969482422,27.549999237060547,28.040000915527344,725600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.959999084472656,28.209999084472656,27.899999618530277,28.1299991607666,803400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.06999969482422,28.100000381469727,27.600000381469727,28.0,709900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.309999465942383,28.420000076293945,27.96999931335449,28.149999618530277,674100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.15999984741211,28.36000061035156,28.020000457763672,28.309999465942383,865200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.0,28.290000915527344,27.899999618530277,28.149999618530277,738900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.36000061035156,28.520000457763672,28.07999992370605,28.5,628600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.559999465942383,28.979999542236328,28.25,28.88999938964844,1625300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.149999618530277,29.56999969482422,29.030000686645508,29.420000076293945,860400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.549999237060547,29.63999938964844,28.940000534057617,29.170000076293945,903800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.43000030517578,29.43000030517578,28.530000686645508,28.600000381469727,1134200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,29.020000457763672,29.81999969482422,28.959999084472656,29.809999465942383,1190000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,29.950000762939453,30.06999969482422,29.479999542236328,29.68000030517578,1026500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,29.61000061035156,30.46999931335449,29.459999084472656,30.420000076293945,1115000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,30.209999084472656,30.479999542236328,30.149999618530277,30.450000762939453,799700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,30.40999984741211,30.459999084472656,29.56999969482422,29.649999618530277,1137700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,29.979999542236328,30.520000457763672,29.700000762939453,30.26000022888184,969800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,29.950000762939453,30.920000076293945,29.90999984741211,30.86000061035156,1065100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,30.57999992370605,31.6200008392334,30.51000022888184,31.190000534057617,2445700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,30.989999771118164,31.96999931335449,30.93000030517578,31.8700008392334,3547900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,32.75,33.95000076293945,32.709999084472656,33.20000076293945,3490600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.47999954223633,33.56999969482422,32.650001525878906,33.25,1606300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,32.65999984741211,32.86000061035156,32.13999938964844,32.209999084472656,1489400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,32.209999084472656,32.400001525878906,31.799999237060547,32.33000183105469,1513400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,31.229999542236328,31.549999237060547,30.71999931335449,30.950000762939453,1483100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,31.36000061035156,31.82999992370605,31.170000076293945,31.700000762939453,921800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,31.799999237060547,32.2400016784668,31.75,32.06999969482422,1479700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,31.75,31.75,30.96999931335449,30.96999931335449,1098600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,30.729999542236328,31.440000534057617,30.40999984741211,31.350000381469727,803100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,31.170000076293945,31.43000030517578,30.729999542236328,31.09000015258789,790700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,31.209999084472656,31.38999938964844,31.059999465942383,31.36000061035156,719500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,31.5,31.790000915527344,31.5,31.559999465942383,676700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,31.450000762939453,31.6299991607666,31.18000030517578,31.309999465942383,686100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,31.57999992370605,31.799999237060547,31.440000534057617,31.559999465942383,651400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,31.309999465942383,31.790000915527344,31.21999931335449,31.280000686645508,705900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,31.51000022888184,31.81999969482422,31.280000686645508,31.75,754200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,31.709999084472656,32.150001525878906,31.649999618530277,32.06999969482422,536300.0,,,,,,,,,,
