Date,Open,High,Low,Close,Volume,"('Adj Close', 'ETD')","('Close', 'ETD')","('High', 'ETD')","('Low', 'ETD')","('Open', 'ETD')","('Volume', 'ETD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,31.75,32.0,31.3700008392334,31.65999984741211,181200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.36000061035156,31.36000061035156,30.399999618530277,30.43000030517578,137700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.68000030517578,30.68000030517578,30.06999969482422,30.31999969482422,177400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.06999969482422,30.56999969482422,29.850000381469727,30.0,156200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.13999938964844,30.559999465942383,30.13999938964844,30.420000076293945,203600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,30.09000015258789,30.170000076293945,29.780000686645508,29.950000762939453,160700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.940000534057617,30.170000076293945,29.739999771118164,29.96999931335449,144000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,29.899999618530277,29.899999618530277,29.26000022888184,29.489999771118164,140600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.799999237060547,29.82999992370605,29.07999992370605,29.450000762939453,113000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,29.21999931335449,29.21999931335449,28.729999542236328,28.729999542236328,152800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.56999969482422,28.899999618530277,28.479999542236328,28.780000686645508,120900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.8799991607666,28.989999771118164,28.280000686645508,28.63999938964844,193900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.780000686645508,29.1200008392334,28.3799991607666,29.07999992370605,148600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.489999771118164,30.0,29.489999771118164,29.8799991607666,195700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,30.200000762939453,30.209999084472656,29.670000076293945,29.68000030517578,169600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.07999992370605,30.149999618530277,29.38999938964844,29.600000381469727,185400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.809999465942383,29.84000015258789,27.059999465942383,29.75,524200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,30.020000457763672,30.51000022888184,29.84000015258789,30.399999618530277,290400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.399999618530277,30.899999618530277,30.190000534057617,30.790000915527344,226400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,30.600000381469727,30.84000015258789,30.43000030517578,30.75,295500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,30.729999542236328,30.729999542236328,29.07999992370605,29.1299991607666,233000.0,,,,,,,,,,
