Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHD')","('Close', 'CHD')","('High', 'CHD')","('Low', 'CHD')","('Open', 'CHD')","('Volume', 'CHD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,94.37000274658205,95.72000122070312,94.2699966430664,94.56999969482422,1419700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,95.0500030517578,95.0500030517578,93.58999633789062,93.9499969482422,1230200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,94.04000091552734,94.86000061035156,93.6999969482422,94.5199966430664,1162600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,94.5500030517578,94.5500030517578,93.31999969482422,93.87000274658205,1056000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,94.18000030517578,94.4000015258789,93.4499969482422,94.37000274658205,1244600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.33000183105467,96.01000213623048,93.91000366210938,95.9800033569336,1372900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.91999816894533,96.69000244140624,95.81999969482422,96.4800033569336,1165500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,96.5500030517578,97.72000122070312,96.08000183105467,97.54000091552734,1324100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,97.87000274658205,98.0199966430664,96.95999908447266,97.6500015258789,984800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,97.66999816894533,98.22000122070312,97.13999938964844,98.16000366210938,1408800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,98.2699966430664,99.43000030517578,98.0500030517578,98.6999969482422,1369400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,98.05999755859376,98.70999908447266,97.51000213623048,97.83000183105467,1262100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,98.04000091552734,98.04000091552734,96.72000122070312,96.93000030517578,1430800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,96.6999969482422,98.05999755859376,96.5500030517578,97.62000274658205,1260700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,98.0,99.91999816894533,98.0,99.51000213623048,1295800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.66000366210938,99.0500030517578,97.06999969482422,97.0999984741211,1194200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,97.41999816894533,98.0999984741211,97.06999969482422,98.06999969482422,1134300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,98.1999969482422,99.13999938964844,97.9800033569336,99.12000274658205,1201000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,99.36000061035156,99.83999633789062,99.11000061035156,99.5999984741211,1814300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,100.0,100.7699966430664,99.33000183105467,100.5,1504400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,100.79000091552734,101.0,99.37000274658205,99.8499984741211,1850700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,99.9000015258789,101.79000091552734,99.27999877929688,101.77999877929688,2111100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.76000213623048,103.20999908447266,98.4499969482422,99.37000274658205,2343800.0,,,,,,,,,,
