Date,Open,High,Low,Close,Volume,"('Adj Close', 'OLED')","('Close', 'OLED')","('High', 'OLED')","('Low', 'OLED')","('Open', 'OLED')","('Volume', 'OLED')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,189.30999755859372,189.5500030517578,186.2100067138672,186.5800018310547,384800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,183.32000732421875,184.0200042724609,178.52000427246094,179.72999572753906,329400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,177.77999877929688,179.52999877929688,174.91000366210938,175.32000732421875,341000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,175.44000244140625,178.08999633789062,175.4199981689453,176.58999633789062,281300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,177.75999450683594,180.4900054931641,177.2899932861328,179.55999755859375,144300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,177.42999267578125,181.9499969482422,177.0800018310547,177.5,309700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,177.8300018310547,177.8300018310547,171.99000549316406,176.8300018310547,259400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,177.0500030517578,179.41000366210938,175.9199981689453,177.22000122070312,257000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,178.3699951171875,181.3800048828125,177.32000732421875,177.6199951171875,223300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,177.2100067138672,178.6999969482422,175.0,178.66000366210938,263100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,176.69000244140625,176.69000244140625,172.19000244140625,174.10000610351562,227000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,177.63999938964844,179.8000030517578,175.94000244140625,179.72999572753906,237200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,178.11000061035156,180.72999572753903,176.0,178.08999633789062,355500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,180.07000732421875,184.8000030517578,179.75,184.0200042724609,351200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,184.5500030517578,184.5500030517578,178.91000366210938,180.00999450683594,334000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,181.00999450683597,183.16000366210935,178.10000610351562,178.33999633789062,173200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,180.82000732421875,183.33999633789065,177.83999633789062,178.8000030517578,201500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,176.63999938964844,178.74000549316406,174.32000732421875,175.5800018310547,228800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,176.4199981689453,179.74000549316406,175.25,179.6300048828125,156700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,178.80999755859375,179.5399932861328,173.66000366210938,174.6300048828125,199500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,173.02999877929688,174.25999450683594,168.82000732421875,169.77000427246094,279000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,171.0,171.2100067138672,167.89999389648438,171.02999877929688,301600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,169.6300048828125,171.6999969482422,166.80999755859375,171.3300018310547,200800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,171.38999938964844,172.22999572753906,167.5399932861328,170.05999755859375,137600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,170.17999267578125,171.77999877929688,169.3699951171875,171.77999877929688,118400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,172.61000061035156,176.9600067138672,170.8800048828125,175.92999267578125,314800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,177.10000610351562,184.0200042724609,176.58999633789062,181.44000244140625,299400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,182.22999572753903,183.9900054931641,181.3699951171875,183.7400054931641,189000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,184.4499969482422,186.4499969482422,182.22000122070312,182.6000061035156,206800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,177.0,179.8000030517578,176.0399932861328,177.83999633789062,258000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,180.72000122070312,183.6100006103516,180.10000610351562,183.3699951171875,186600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,185.5500030517578,186.4600067138672,183.9499969482422,185.94000244140625,183100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,185.0,186.38999938964844,181.3500061035156,181.75999450683597,264800.0,,,,,,,,,,
