Date,Open,High,Low,Close,Volume,"('Adj Close', 'Z')","('Close', 'Z')","('High', 'Z')","('Low', 'Z')","('Open', 'Z')","('Volume', 'Z')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.900001525878906,58.470001220703125,56.40999984741211,57.25,5229300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.119998931884766,56.22999954223633,54.58000183105469,55.22999954223633,4799900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.720001220703125,54.9900016784668,53.90999984741211,54.15999984741211,3334700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,53.619998931884766,55.16999816894531,53.345001220703125,53.709999084472656,3605400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.09999847412109,56.04999923706055,54.09999847412109,55.66999816894531,2234500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,55.150001525878906,55.90999984741211,54.959999084472656,55.43999862670898,1380400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.459999084472656,55.130001068115234,53.79999923706055,54.59999847412109,3404000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.130001068115234,54.59999847412109,51.95000076293945,54.18999862670898,3013200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,54.68999862670898,54.9900016784668,53.400001525878906,53.5,1676200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,52.619998931884766,52.880001068115234,51.52999877929688,52.459999084472656,3210800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,51.43999862670898,52.040000915527344,50.59999847412109,51.91999816894531,3869500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,52.369998931884766,52.73500061035156,51.68000030517578,52.540000915527344,2004000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.5099983215332,54.459999084472656,52.02000045776367,54.38999938964844,3145700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,55.119998931884766,56.77999877929688,54.90999984741211,55.52999877929688,3097700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,56.119998931884766,56.34000015258789,53.84999847412109,54.84999847412109,2463400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,55.79999923706055,56.290000915527344,54.18999862670898,54.34000015258789,2248500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,54.540000915527344,55.43999862670898,54.47999954223633,55.09000015258789,3117000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.810001373291016,57.51800155639648,55.75,56.54999923706055,2735500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,56.68999862670898,58.4900016784668,56.540000915527344,58.40999984741211,3244700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,58.540000915527344,58.810001373291016,57.2599983215332,57.45000076293945,2164000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,57.0,59.400001525878906,56.55500030517578,56.84000015258789,3442100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,57.36000061035156,58.84000015258789,57.36000061035156,58.36000061035156,5661900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,57.209999084472656,58.02999877929688,55.823001861572266,57.650001525878906,2755500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,56.79999923706055,57.290000915527344,55.2400016784668,56.09000015258789,3419200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,56.09000015258789,57.27000045776367,55.81499862670898,57.060001373291016,2360200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,57.61000061035156,57.650001525878906,56.15999984741211,57.25,2121200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,57.25,57.4900016784668,56.150001525878906,56.27999877929688,2544800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,56.04999923706055,56.21599960327149,53.875,54.95000076293945,4125300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,55.34999847412109,56.56999969482422,55.02000045776367,55.47999954223633,4991400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,53.0,54.470001220703125,52.59999847412109,53.880001068115234,4880800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,57.400001525878906,61.130001068115234,56.810001373291016,58.060001373291016,11344400.0,,,,,,,,,,
