Date,Open,High,Low,Close,Volume,"('Adj Close', 'AN')","('Close', 'AN')","('High', 'AN')","('Low', 'AN')","('Open', 'AN')","('Volume', 'AN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,149.83999633789062,152.8800048828125,148.8000030517578,150.69000244140625,279200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,148.42999267578125,149.02999877929688,142.66000366210938,143.35000610351562,350100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,142.8300018310547,143.83999633789062,140.7100067138672,140.82000732421875,285000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,140.0,142.7899932861328,139.8000030517578,140.2100067138672,260200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,140.5,144.0399932861328,138.89999389648438,143.13999938964844,271400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,141.8800048828125,143.38999938964844,141.08999633789062,143.1999969482422,248300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,143.3800048828125,144.22999572753906,141.17999267578125,142.39999389648438,341700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,141.64999389648438,141.8800048828125,137.6999969482422,141.35000610351562,390600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,141.77000427246094,142.60000610351562,134.4499969482422,135.72999572753906,409400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,134.38999938964844,138.1999969482422,133.1300048828125,137.8000030517578,396600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,137.47999572753906,139.6199951171875,135.5500030517578,139.19000244140625,419000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,140.27999877929688,141.3800048828125,139.64999389648438,140.7100067138672,208100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,140.67999267578125,142.5399932861328,138.52999877929688,140.58999633789062,270400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,141.27000427246094,144.08999633789062,141.1999969482422,142.64999389648438,695900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,143.60000610351562,144.13999938964844,139.66000366210938,139.77000427246094,305500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,141.64999389648438,141.64999389648438,136.5399932861328,136.97000122070312,284500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,137.89999389648438,138.80999755859375,136.5,138.24000549316406,355100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,138.39999389648438,140.27999877929688,138.3000030517578,140.1999969482422,227100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,140.27999877929688,143.92999267578125,140.22000122070312,143.24000549316406,278000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,142.5399932861328,145.91000366210938,142.42999267578125,143.25,193700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,139.7100067138672,143.22999572753906,137.13999938964844,139.66000366210938,570600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,141.11000061035156,147.16000366210938,140.8800048828125,145.6300048828125,670500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,143.17999267578125,148.1999969482422,143.17999267578125,146.6999969482422,414900.0,,,,,,,,,,
