Date,Open,High,Low,Close,Volume,"('Adj Close', 'HCI')","('Close', 'HCI')","('High', 'HCI')","('Low', 'HCI')","('Open', 'HCI')","('Volume', 'HCI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,87.0999984741211,90.0,86.69999694824219,88.44000244140625,99100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,88.19999694824219,93.69000244140624,87.77999877929688,93.18000030517578,218000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.30999755859376,95.26000213623048,89.58999633789062,89.63999938964844,127000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,89.0,92.5999984741211,88.7699966430664,89.45999908447266,98600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,89.0199966430664,90.3499984741211,86.79000091552734,88.8499984741211,132900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,88.45999908447266,88.80000305175781,87.43000030517578,87.83999633789062,109300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,87.7300033569336,88.25,85.87999725341797,86.2699966430664,57600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,85.01000213623047,85.80999755859375,83.2300033569336,85.62000274658203,236800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,87.02999877929688,88.16000366210938,85.87999725341797,85.87999725341797,72900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,85.62999725341797,86.86000061035156,84.44000244140625,84.73999786376953,65600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,83.45999908447266,88.37000274658203,81.3499984741211,88.2300033569336,89300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,88.44000244140625,89.70999908447266,86.73999786376953,89.44000244140625,65100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,90.0,90.0,88.20999908447266,88.37000274658203,44700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,88.37000274658203,90.44000244140624,88.37000274658203,89.91000366210938,61700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,89.06999969482422,95.98999786376952,88.2300033569336,94.93000030517578,248400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,96.0,96.0,91.95999908447266,91.98999786376952,193300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,93.1500015258789,93.1500015258789,90.91999816894533,91.16000366210938,53900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,91.5500030517578,92.2699966430664,91.08000183105467,92.26000213623048,43800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,92.02999877929688,92.77999877929688,90.8499984741211,92.12000274658205,85700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,92.29000091552734,92.52999877929688,90.3000030517578,91.4800033569336,50500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,91.68000030517578,91.93000030517578,89.63999938964844,89.66999816894531,109200.0,,,,,,,,,,
