Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALGN')","('Close', 'ALGN')","('High', 'ALGN')","('Low', 'ALGN')","('Open', 'ALGN')","('Volume', 'ALGN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,271.0,272.8599853515625,266.07000732421875,268.9200134277344,761800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,263.5899963378906,263.7200012207031,250.27999877929688,256.2200012207031,1354200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,255.0,263.19000244140625,253.1999969482422,261.3599853515625,909600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,259.0,269.75,259.0,264.67999267578125,846800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,264.8099975585937,275.0,263.7799987792969,273.94000244140625,704100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,269.3399963378906,281.94000244140625,268.67999267578125,277.5199890136719,694400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,277.0,279.94000244140625,271.2200012207031,276.7900085449219,718500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,276.8900146484375,280.2200012207031,273.8500061035156,276.3599853515625,675400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,276.3599853515625,279.1499938964844,270.1300048828125,271.6400146484375,440400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,268.5,268.9200134277344,264.5799865722656,267.4599914550781,467900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,261.0,264.7900085449219,256.8099975585937,259.5599975585937,989200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,264.0899963378906,264.67999267578125,259.2200012207031,264.510009765625,614500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,264.20001220703125,267.2099914550781,260.45001220703125,266.3399963378906,643600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,269.0,273.3800048828125,266.04998779296875,271.6099853515625,534400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,274.1000061035156,274.1000061035156,264.260009765625,266.42999267578125,552800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,269.0,269.0,257.04998779296875,257.07000732421875,957200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,261.3399963378906,262.57000732421875,254.27999877929688,262.1099853515625,894100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,264.54998779296875,269.8500061035156,262.6000061035156,264.2799987792969,894500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,263.1400146484375,274.79998779296875,263.1400146484375,270.3900146484375,1166100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,267.7799987792969,271.0,264.04998779296875,264.739990234375,1113300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,264.54998779296875,274.0,262.0,267.32000732421875,1521000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,303.0,308.0,266.29998779296875,273.3800048828125,4920700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,270.0,277.2900085449219,263.8500061035156,273.8999938964844,1259000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,272.0599975585937,276.4200134277344,267.92999267578125,275.5799865722656,675500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,276.5,293.9200134277344,276.0199890136719,288.44000244140625,1440900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,288.17999267578125,291.0400085449219,282.5899963378906,284.7300109863281,835300.0,,,,,,,,,,
