Date,Open,High,Low,Close,Volume,"('Adj Close', 'PDCO')","('Close', 'PDCO')","('High', 'PDCO')","('Low', 'PDCO')","('Open', 'PDCO')","('Volume', 'PDCO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.350000381469727,28.8799991607666,28.21999931335449,28.690000534057617,603700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.6200008392334,29.690000534057617,28.6200008392334,28.950000762939453,1946500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,29.020000457763672,29.280000686645508,28.770000457763672,28.82999992370605,16851000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.600000381469727,28.90999984741211,28.34000015258789,28.600000381469727,1315100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.65999984741211,29.600000381469727,28.6200008392334,29.59000015258789,1295000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.32999992370605,30.06999969482422,29.290000915527344,29.63999938964844,1347800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.57999992370605,29.979999542236328,29.3700008392334,29.51000022888184,1103500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,29.56999969482422,29.600000381469727,29.209999084472656,29.420000076293945,969300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.530000686645508,29.649999618530277,29.280000686645508,29.6299991607666,916700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,29.5,29.809999465942383,29.350000381469727,29.6299991607666,894000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.600000381469727,29.959999084472656,29.51000022888184,29.71999931335449,966700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.540000915527344,30.3799991607666,29.350000381469727,30.32999992370605,1177500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,30.549999237060547,30.549999237060547,29.96999931335449,30.15999984741211,854300.0,,,,,,,,,,
