Date,Open,High,Low,Close,Volume,"('Adj Close', 'AGCO')","('Close', 'AGCO')","('High', 'AGCO')","('Low', 'AGCO')","('Open', 'AGCO')","('Volume', 'AGCO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,121.12999725341795,124.33000183105467,120.8000030517578,122.11000061035156,663900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,120.41999816894533,120.83999633789062,118.91000366210938,119.36000061035156,995200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,119.55999755859376,120.51000213623048,118.80999755859376,119.73999786376952,678100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,119.08999633789062,122.72000122070312,119.08999633789062,122.01000213623048,980200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,121.3000030517578,123.30999755859376,120.54000091552734,123.13999938964844,511100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,122.01000213623048,122.01000213623048,120.3499984741211,121.12999725341795,545500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,120.91000366210938,121.12999725341795,119.38999938964844,120.29000091552734,438000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,120.3000030517578,121.11000061035156,118.98999786376952,119.3499984741211,539700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,120.1999969482422,121.0,117.56999969482422,117.58999633789062,458200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,116.66999816894533,118.38999938964844,115.04000091552734,118.29000091552734,622500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,116.87999725341795,117.16999816894533,114.19000244140624,115.0999984741211,839200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,115.66999816894533,116.22000122070312,114.16000366210938,115.83999633789062,475900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,115.83999633789062,117.68000030517578,114.80999755859376,117.66000366210938,416200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,117.48999786376952,119.8000030517578,117.12999725341795,118.2699966430664,590800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,118.83000183105467,119.9800033569336,117.97000122070312,119.76000213623048,417700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,120.68000030517578,121.13999938964844,118.91000366210938,121.0199966430664,525100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,122.1999969482422,126.44000244140624,122.1999969482422,123.87000274658205,705100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,124.11000061035156,124.9499969482422,122.88999938964844,123.1500015258789,435700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,123.06999969482422,124.16000366210938,121.54000091552734,123.5999984741211,500300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,122.61000061035156,124.81999969482422,122.41000366210938,124.26000213623048,480300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,124.01000213623048,124.48999786376952,122.04000091552734,122.33000183105467,603100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,122.9800033569336,123.58999633789062,121.13999938964844,123.2699966430664,458100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,122.16000366210938,123.4000015258789,121.0,122.43000030517578,493600.0,,,,,,,,,,
