Date,Open,High,Low,Close,Volume,"('Adj Close', 'MCRB')","('Close', 'MCRB')","('High', 'MCRB')","('Low', 'MCRB')","('Open', 'MCRB')","('Volume', 'MCRB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.3700000047683716,1.4800000190734863,1.3550000190734863,1.399999976158142,2526200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.4299999475479126,1.4600000381469729,1.3300000429153442,1.3300000429153442,2770500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.350000023841858,1.4279999732971191,1.3200000524520874,1.399999976158142,1796400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.409999966621399,1.4500000476837158,1.3600000143051147,1.399999976158142,2208800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.399999976158142,1.5800000429153442,1.3350000381469729,1.559999942779541,2485400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.9800000190734863,2.049999952316284,1.4199999570846558,1.4299999475479126,47980400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.440000057220459,1.4900000095367432,1.190000057220459,1.2100000381469729,10967000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.2300000190734863,1.2300000190734863,1.0700000524520874,1.1699999570846558,6463100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.1799999475479126,1.2100000381469729,1.149999976158142,1.2000000476837158,2898500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2300000190734863,1.2799999713897705,1.1699999570846558,1.2300000190734863,8429500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2000000476837158,1.309999942779541,1.1799999475479126,1.2899999618530271,4958200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.3200000524520874,1.3300000429153442,1.1749999523162842,1.2300000190734863,5954600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.2300000190734863,1.2599999904632568,1.190000057220459,1.2300000190734863,3537000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.2400000095367432,1.2999999523162842,1.2109999656677246,1.25,4607600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.25,1.2799999713897705,1.2050000429153442,1.2100000381469729,2517300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.2100000381469729,1.2200000286102295,1.0499999523162842,1.149999976158142,4281100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.1200000047683716,1.149999976158142,1.059999942779541,1.1299999952316284,2481000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.1399999856948853,1.190000057220459,1.1399999856948853,1.149999976158142,2707600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.1799999475479126,1.2599999904632568,1.1299999952316284,1.25,4815500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.2400000095367432,1.25,1.159999966621399,1.1699999570846558,3080300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.1699999570846558,1.215000033378601,1.1200000047683716,1.1299999952316284,2737500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.149999976158142,1.159999966621399,1.1200000047683716,1.149999976158142,2252400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.1299999952316284,1.1399999856948853,1.0800000429153442,1.100000023841858,2846900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.100000023841858,1.1200000047683716,1.0700000524520874,1.090000033378601,1860400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.090000033378601,1.1200000047683716,1.059999942779541,1.100000023841858,1477700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.100000023841858,1.100000023841858,1.0199999809265137,1.0199999809265137,3714800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.0299999713897705,1.0800000429153442,1.0099999904632568,1.034999966621399,2822800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.0399999618530271,1.149999976158142,1.0399999618530271,1.1200000047683716,3334000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.1200000047683716,1.1799999475479126,1.1200000047683716,1.149999976158142,3070100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.1100000143051147,1.1200000047683716,1.059999942779541,1.059999942779541,2535000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.090000033378601,1.1100000143051147,1.065000057220459,1.100000023841858,2044300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,1.100000023841858,1.1399999856948853,1.0950000286102295,1.1200000047683716,2251600.0,,,,,,,,,,
