Date,Open,High,Low,Close,Volume,"('Adj Close', 'AVA')","('Close', 'AVA')","('High', 'AVA')","('Low', 'AVA')","('Open', 'AVA')","('Volume', 'AVA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,35.63999938964844,36.41999816894531,35.54999923706055,36.04999923706055,573500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,36.41999816894531,36.4900016784668,35.849998474121094,36.31999969482422,638100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,36.220001220703125,36.52999877929688,36.119998931884766,36.20000076293945,562800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.06999969482422,36.63999938964844,35.88999938964844,36.209999084472656,464200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.119998931884766,36.540000915527344,36.09999847412109,36.52999877929688,313300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,36.2599983215332,36.34000015258789,36.09000015258789,36.209999084472656,289200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,36.20000076293945,36.34999847412109,36.02000045776367,36.09000015258789,281400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,35.970001220703125,35.970001220703125,34.849998474121094,35.47999954223633,652100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.97999954223633,36.02000045776367,35.54999923706055,35.689998626708984,373300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,35.439998626708984,35.560001373291016,33.689998626708984,33.90999984741211,1198400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.599998474121094,34.34000015258789,33.529998779296875,33.93000030517578,642300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.79999923706055,33.939998626708984,33.33000183105469,33.47999954223633,646100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.599998474121094,33.709999084472656,33.189998626708984,33.65999984741211,493600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.220001220703125,34.290000915527344,33.83000183105469,34.04999923706055,812600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.0099983215332,34.290000915527344,33.619998931884766,34.2599983215332,861300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.56999969482422,34.70000076293945,33.18000030517578,33.400001525878906,2999300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.04999923706055,34.22999954223633,33.56999969482422,33.939998626708984,716600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,34.209999084472656,34.34000015258789,33.779998779296875,33.779998779296875,364800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.93000030517578,34.22999954223633,33.5099983215332,34.209999084472656,524000.0,,,,,,,,,,
