Date,Open,High,Low,Close,Volume,"('Adj Close', 'NSA')","('Close', 'NSA')","('High', 'NSA')","('Low', 'NSA')","('Open', 'NSA')","('Volume', 'NSA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.45000076293945,42.540000915527344,41.290000915527344,42.4900016784668,514900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,42.08000183105469,42.08000183105469,40.27999877929688,40.34000015258789,776700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,40.11000061035156,40.459999084472656,39.68999862670898,39.84000015258789,1110400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.06999969482422,40.630001068115234,39.65999984741211,40.02999877929688,997900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,39.790000915527344,40.5099983215332,39.790000915527344,40.40999984741211,601300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.900001525878906,40.09000015258789,39.38999938964844,39.869998931884766,500100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.84000015258789,39.90999984741211,39.25,39.36000061035156,510400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,39.11000061035156,39.244998931884766,37.5,37.720001220703125,1041600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.119998931884766,38.34999847412109,37.7400016784668,38.20000076293945,636900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,37.79999923706055,38.625,37.59000015258789,38.5,1048100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.619998931884766,38.41999816894531,37.33000183105469,37.63999938964844,699600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.83000183105469,37.85499954223633,36.90999984741211,37.11000061035156,695500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.16999816894531,37.970001220703125,36.810001373291016,37.59999847412109,666400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.84999847412109,38.470001220703125,37.790000915527344,37.959999084472656,558400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,38.119998931884766,38.31999969482422,37.470001220703125,37.93999862670898,697100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,38.43000030517578,38.43000030517578,37.77000045776367,37.970001220703125,1115900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.5,38.9900016784668,38.47499847412109,38.77000045776367,912600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,38.9900016784668,39.01499938964844,38.2599983215332,38.58000183105469,486900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.58000183105469,39.18000030517578,38.3650016784668,39.09999847412109,676800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,38.52999877929688,38.75,37.86000061035156,37.95000076293945,819800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,38.15999984741211,38.48500061035156,37.150001525878906,37.34999847412109,566000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,37.220001220703125,38.09999847412109,37.220001220703125,38.02999877929688,623600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,37.470001220703125,38.08000183105469,37.11000061035156,37.68000030517578,615600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,36.959999084472656,37.02999877929688,36.16999816894531,36.459999084472656,776700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,36.4900016784668,37.29999923706055,36.4900016784668,36.90999984741211,574100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,36.970001220703125,37.47999954223633,36.56999969482422,36.68999862670898,927600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.7599983215332,37.13999938964844,36.66999816894531,37.02000045776367,673800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,36.84999847412109,37.15999984741211,36.68999862670898,36.83000183105469,560300.0,,,,,,,,,,
