Date,Open,High,Low,Close,Volume,"('Adj Close', 'CACI')","('Close', 'CACI')","('High', 'CACI')","('Low', 'CACI')","('Open', 'CACI')","('Volume', 'CACI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,322.4599914550781,327.2799987792969,322.4599914550781,326.2900085449219,95900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,322.9100036621094,323.8099975585937,314.19000244140625,315.54998779296875,274600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,316.7300109863281,317.3999938964844,314.0599975585937,314.3099975585937,153700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,318.8999938964844,323.5,316.0799865722656,323.3599853515625,282300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,322.7900085449219,325.9200134277344,319.8299865722656,325.3399963378906,93000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,325.82000732421875,325.82000732421875,321.8500061035156,324.1300048828125,109000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,325.0199890136719,329.5199890136719,323.7200012207031,329.04998779296875,119000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,329.6000061035156,330.239990234375,326.5,329.5400085449219,109500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,332.1000061035156,333.0599975585937,328.7699890136719,332.45001220703125,85800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,332.2799987792969,332.2799987792969,326.4700012207031,330.239990234375,88600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,327.6400146484375,332.25,327.6400146484375,330.0299987792969,79400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,330.6700134277344,332.29998779296875,327.3299865722656,331.6600036621094,76600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,333.1199951171875,338.7099914550781,330.8500061035156,335.8299865722656,117100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,337.6300048828125,345.510009765625,337.6300048828125,344.69000244140625,121900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,345.5899963378906,346.5599975585937,338.489990234375,339.7200012207031,140300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,342.3599853515625,344.45001220703125,339.54998779296875,339.989990234375,163300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,337.5899963378906,337.5899963378906,326.6000061035156,334.1400146484375,233700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,337.8599853515625,345.9700012207031,337.1099853515625,342.3299865722656,160800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,342.0799865722656,344.32000732421875,338.5,344.1099853515625,138700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,346.0199890136719,346.0199890136719,341.67999267578125,342.8699951171875,274000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,343.0899963378906,347.239990234375,342.1099853515625,343.7300109863281,232600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,343.7799987792969,347.4700012207031,343.0299987792969,346.0400085449219,123800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,345.7300109863281,350.29998779296875,344.4599914550781,348.1600036621094,98000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,345.42999267578125,347.5,342.010009765625,346.5599975585937,77200.0,,,,,,,,,,
