Date,Open,High,Low,Close,Volume,"('Adj Close', 'TENB')","('Close', 'TENB')","('High', 'TENB')","('Low', 'TENB')","('Open', 'TENB')","('Volume', 'TENB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.31999969482422,45.52000045776367,43.7400016784668,43.970001220703125,811500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,43.66999816894531,44.470001220703125,43.09999847412109,43.400001525878906,730400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.81999969482422,43.86000061035156,43.09000015258789,43.56999969482422,551200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,43.25,43.560001373291016,42.709999084472656,42.880001068115234,687800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,43.13999938964844,44.08000183105469,43.13999938964844,43.810001373291016,657800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,45.29999923706055,47.13999938964844,45.040000915527344,45.630001068115234,2393400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,45.84000015258789,46.369998931884766,45.209999084472656,46.310001373291016,1096200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,46.31999969482422,46.68999862670898,45.209999084472656,46.22999954223633,710800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,47.5,47.5,46.70000076293945,47.060001373291016,672500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,46.5099983215332,47.310001373291016,46.43000030517578,46.7599983215332,757600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.220001220703125,47.150001525878906,45.459999084472656,47.06999969482422,542500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,47.5,47.90999984741211,46.400001525878906,47.08000183105469,687500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,47.34999847412109,47.61000061035156,46.720001220703125,47.400001525878906,833300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,48.0,48.34999847412109,47.22999954223633,47.59999847412109,842200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.380001068115234,48.5099983215332,47.369998931884766,47.61000061035156,813200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,48.06999969482422,48.45000076293945,47.209999084472656,47.29999923706055,836700.0,,,,,,,,,,
