Date,Open,High,Low,Close,Volume,"('Adj Close', 'CEIX')","('Close', 'CEIX')","('High', 'CEIX')","('Low', 'CEIX')","('Open', 'CEIX')","('Volume', 'CEIX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,101.0,103.98999786376952,100.4499969482422,101.12999725341795,390100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,100.97000122070312,104.9540023803711,99.87000274658205,102.38999938964844,492300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,104.75,108.01499938964844,103.48999786376952,104.5999984741211,556500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,105.26000213623048,106.16999816894533,103.86000061035156,104.5,372400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,103.31999969482422,103.31999969482422,99.3000030517578,101.9800033569336,348500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,101.79000091552734,101.79000091552734,98.8000030517578,99.7300033569336,346700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,99.54000091552734,99.66000366210938,93.68000030517578,94.93000030517578,551500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.9499969482422,96.18599700927734,94.0500030517578,95.2300033569336,482900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,96.37999725341795,97.58999633789062,94.87000274658205,96.0199966430664,351900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,96.0,96.89800262451172,93.0199966430664,94.05999755859376,416200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,92.75,95.0,92.36000061035156,94.88999938964844,352100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,95.97000122070312,99.76000213623048,94.51499938964844,99.41000366210938,397600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,99.9800033569336,100.98999786376952,98.4000015258789,100.91999816894533,353900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,100.5,101.04000091552734,93.88500213623048,95.9499969482422,722600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,96.16999816894533,97.72000122070312,95.52999877929688,96.9800033569336,383000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,98.62999725341795,99.89299774169922,97.47000122070312,97.56999969482422,390600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,99.08999633789062,99.08999633789062,94.15499877929688,94.33000183105467,473200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,94.2699966430664,95.11000061035156,92.8000030517578,94.9000015258789,482700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,95.0,95.37000274658205,93.31999969482422,93.68000030517578,344400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,92.4000015258789,95.56999969482422,91.91999816894533,95.43000030517578,875400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,95.37999725341795,97.48999786376952,93.94000244140624,94.5999984741211,526700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,95.3499984741211,96.23999786376952,93.04000091552734,95.56999969482422,404500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,94.97000122070312,95.66899871826172,93.71499633789062,94.41000366210938,440300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,93.5500030517578,93.5500030517578,90.25299835205078,91.58000183105467,893200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,94.41999816894533,94.41999816894533,85.18000030517578,86.70999908447266,1377300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,87.05000305175781,87.05000305175781,83.3499984741211,83.58000183105469,830200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,82.5199966430664,86.2699966430664,80.4000015258789,85.77999877929688,715900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,85.79000091552734,85.79000091552734,82.16000366210938,83.22000122070312,527000.0,,,,,,,,,,
