Date,Open,High,Low,Close,Volume,"('Adj Close', 'TACT')","('Close', 'TACT')","('High', 'TACT')","('Low', 'TACT')","('Open', 'TACT')","('Volume', 'TACT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.980000019073486,7.039999961853027,6.920000076293945,6.949999809265137,8300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.829999923706055,7.03000020980835,6.829999923706055,6.949999809265137,19900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.889999866485596,6.889999866485596,6.849999904632568,6.889999866485596,38500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.349999904632568,7.679999828338623,7.349999904632568,7.5,80100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.590000152587891,7.590000152587891,7.440000057220459,7.489999771118164,35500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.579999923706055,7.579999923706055,7.46999979019165,7.539999961853027,18400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.539999961853027,7.570000171661377,7.400000095367432,7.400000095367432,28200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.429999828338623,7.539999961853027,7.429999828338623,7.46999979019165,17400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.460000038146973,7.550000190734863,7.460000038146973,7.480000019073486,8600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.480000019073486,7.53000020980835,7.480000019073486,7.480000019073486,19600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.5,7.539999961853027,7.460000038146973,7.5,12600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.489999771118164,7.559999942779541,7.489999771118164,7.550000190734863,16200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.550000190734863,7.639999866485596,7.539999961853027,7.559999942779541,62400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.679999828338623,7.800000190734863,7.639999866485596,7.730000019073486,31600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.679999828338623,7.960000038146973,7.679999828338623,7.800000190734863,27200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.800000190734863,7.96999979019165,7.659999847412109,7.820000171661377,37500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.900000095367432,7.900000095367432,7.699999809265137,7.760000228881836,33800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.809999942779541,7.829999923706055,7.710000038146973,7.739999771118164,4800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.639999866485596,7.800000190734863,7.579999923706055,7.610000133514404,8900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.599999904632568,7.849999904632568,7.599999904632568,7.760000228881836,18100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.789999961853027,7.789999961853027,7.659999847412109,7.659999847412109,4100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.679999828338623,7.760000228881836,7.550000190734863,7.639999866485596,27400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.650000095367432,7.670000076293945,7.5,7.579999923706055,11600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,7.510000228881836,7.539999961853027,7.400000095367432,7.53000020980835,8900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.46999979019165,7.579999923706055,7.46999979019165,7.570000171661377,4300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.53000020980835,7.650000095367432,7.480000019073486,7.590000152587891,9500.0,,,,,,,,,,
