Date,Open,High,Low,Close,Volume,"('Adj Close', 'IONQ')","('Close', 'IONQ')","('High', 'IONQ')","('Low', 'IONQ')","('Open', 'IONQ')","('Volume', 'IONQ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,12.350000381469728,12.59000015258789,12.100000381469728,12.15999984741211,5951100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.8100004196167,12.09000015258789,11.770000457763672,11.93000030517578,6225700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.0600004196167,12.609999656677246,11.850000381469728,12.279999732971191,7264400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.09000015258789,12.380000114440918,11.949999809265137,12.0,6100000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.119999885559082,12.729999542236328,12.024999618530272,12.640000343322754,6044300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.420000076293944,12.640000343322754,12.170000076293944,12.449999809265137,4920900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.460000038146973,12.489999771118164,11.609999656677246,12.09000015258789,7384800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.06999969482422,12.270000457763672,11.359999656677246,11.5600004196167,7131300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.739999771118164,11.96500015258789,11.369999885559082,11.399999618530272,4451300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.199999809265137,11.270000457763672,10.869999885559082,10.970000267028809,5654500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.699999809265137,10.890000343322754,10.460000038146973,10.850000381469728,4866400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.390000343322754,11.399999618530272,10.470000267028809,10.720000267028809,6329300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.84000015258789,10.859999656677246,10.31999969482422,10.850000381469728,5359000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.18000030517578,11.864999771118164,11.149999618530272,11.720000267028809,7254900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.100000381469728,12.119999885559082,11.541999816894531,11.75,5291400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.050000190734863,12.100000381469728,11.0600004196167,11.06999969482422,5092400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.449999809265137,11.989999771118164,11.15999984741211,11.279999732971191,7254600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.380000114440918,11.56999969482422,10.954999923706056,11.010000228881836,4796100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.890000343322754,11.220000267028809,10.75,11.210000038146973,4820100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,11.0600004196167,11.119999885559082,10.550000190734863,10.6899995803833,5563700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.619999885559082,10.9350004196167,10.270000457763672,10.270000457763672,7529500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,10.470000267028809,10.479999542236328,9.9350004196167,10.239999771118164,7506000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,10.020000457763672,10.338000297546388,9.890000343322754,10.270000457763672,5135800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,10.119999885559082,10.15999984741211,9.600000381469728,9.869999885559082,5647800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,9.899999618530272,10.460000038146973,9.789999961853027,10.4399995803833,5669500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,10.369999885559082,10.5,10.15999984741211,10.40999984741211,4608700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,10.449999809265137,10.989999771118164,10.380000114440918,10.899999618530272,5687700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.229999542236328,11.25,10.760000228881836,11.15999984741211,5637300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,11.130000114440918,12.024999618530272,11.0600004196167,11.619999885559082,7744300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,10.729999542236328,10.899999618530272,10.449999809265137,10.539999961853027,7615500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,10.9399995803833,10.979999542236328,10.5,10.93000030517578,5604400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,11.170000076293944,11.279999732971191,10.770000457763672,11.010000228881836,5129300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,11.260000228881836,11.260000228881836,10.699999809265137,10.81999969482422,5768200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,10.869999885559082,11.010000228881836,10.350000381469728,10.619999885559082,5079700.0,,,,,,,,,,
