Date,Open,High,Low,Close,Volume,"('Adj Close', 'HFFG')","('Close', 'HFFG')","('High', 'HFFG')","('Low', 'HFFG')","('Open', 'HFFG')","('Volume', 'HFFG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.349999904632568,5.480000019073486,5.263000011444092,5.480000019073486,35000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.46999979019165,5.5,5.349999904632568,5.400000095367432,68800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.460000038146973,5.5,5.402999877929688,5.480000019073486,47900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.440000057220459,5.5,5.260000228881836,5.360000133514404,224900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.360000133514404,5.489999771118164,5.355000019073486,5.409999847412109,30200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.5,5.5,5.320000171661377,5.380000114440918,59900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.340000152587891,5.489999771118164,5.340000152587891,5.460000038146973,43100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.409999847412109,5.5,5.360000133514404,5.480000019073486,62800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.5,5.5,5.409999847412109,5.460000038146973,55300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.440000057220459,5.5,5.340000152587891,5.360000133514404,47600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.309999942779541,5.380000114440918,5.300000190734863,5.300000190734863,25500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.300000190734863,5.320000171661377,5.09499979019165,5.139999866485596,32300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.179999828338623,5.242000102996826,5.059999942779541,5.199999809265137,51500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.230000019073486,5.5,5.230000019073486,5.46999979019165,40900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.539999961853027,5.71999979019165,5.429999828338623,5.65500020980835,45500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.760000228881836,5.849999904632568,5.710000038146973,5.809999942779541,44200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.849999904632568,5.909999847412109,5.659999847412109,5.699999809265137,63900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.710000038146973,5.739999771118164,5.519999980926514,5.539999961853027,45000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.550000190734863,5.635000228881836,5.230000019073486,5.269999980926514,32300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.230000019073486,5.369999885559082,5.170000076293945,5.199999809265137,27700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.190000057220459,5.199999809265137,5.0,5.0,41500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.010000228881836,5.25,4.960000038146973,4.96999979019165,51000.0,,,,,,,,,,
