Date,Open,High,Low,Close,Volume,"('Adj Close', 'PRO')","('Close', 'PRO')","('High', 'PRO')","('Low', 'PRO')","('Open', 'PRO')","('Volume', 'PRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,38.25,38.25,34.88999938964844,35.099998474121094,559900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,34.43000030517578,34.959999084472656,34.06999969482422,34.619998931884766,426800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,34.279998779296875,34.70000076293945,33.459999084472656,33.5,290200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.20000076293945,33.86000061035156,32.849998474121094,32.869998931884766,341200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.9900016784668,34.81999969482422,32.9900016784668,34.52000045776367,440900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.79999923706055,34.66999816894531,33.75,34.310001373291016,358000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.29999923706055,35.09000015258789,33.9900016784668,34.65999984741211,152800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.7599983215332,34.779998779296875,33.869998931884766,34.560001373291016,252000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.90999984741211,35.90999984741211,34.779998779296875,35.18000030517578,211000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.70000076293945,35.16999816894531,34.560001373291016,34.869998931884766,246600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.43000030517578,34.869998931884766,34.09000015258789,34.77000045776367,177400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,35.16999816894531,35.27000045776367,34.349998474121094,34.91999816894531,215500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,35.290000915527344,35.880001068115234,34.36000061035156,35.720001220703125,289300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.13999938964844,37.150001525878906,36.0,36.90999984741211,221200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.59999847412109,37.59999847412109,36.41999816894531,36.59000015258789,227200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,37.209999084472656,37.209999084472656,35.77000045776367,35.779998779296875,151200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,36.27000045776367,36.29999923706055,35.38999938964844,35.63999938964844,280500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,35.83000183105469,36.540000915527344,35.59000015258789,35.84000015258789,244200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,35.86000061035156,36.43999862670898,35.4900016784668,36.310001373291016,246800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,36.09000015258789,36.41999816894531,35.619998931884766,35.9900016784668,238800.0,,,,,,,,,,
