Date,Open,High,Low,Close,Volume,"('Adj Close', 'SYF')","('Close', 'SYF')","('High', 'SYF')","('Low', 'SYF')","('Open', 'SYF')","('Volume', 'SYF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,37.93000030517578,38.25,37.68999862670898,37.959999084472656,4146100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,37.4900016784668,38.05500030517578,37.13999938964844,37.45000076293945,3245000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,37.43000030517578,37.88999938964844,37.290000915527344,37.43999862670898,2782100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,37.27000045776367,38.90999984741211,37.2400016784668,38.81999969482422,7243600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,38.810001373291016,39.34000015258789,38.68000030517578,39.20000076293945,4397100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.7599983215332,38.82500076293945,38.40999984741211,38.5,3761900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.31999969482422,38.48500061035156,37.81499862670898,37.93999862670898,4004800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.84999847412109,38.0099983215332,37.29999923706055,37.970001220703125,3760100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.18999862670898,38.41999816894531,36.61000061035156,36.72999954223633,6535200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.4900016784668,36.97999954223633,36.18999862670898,36.959999084472656,4010000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.36000061035156,36.7400016784668,36.17499923706055,36.470001220703125,4012000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,35.9900016784668,36.13999938964844,35.290000915527344,35.77000045776367,5312500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.02000045776367,37.02999877929688,35.709999084472656,36.90999984741211,4463200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.119998931884766,38.18999862670898,37.06999969482422,37.77000045776367,7836600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.75,38.0,36.84999847412109,37.43999862670898,5899600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,37.84000015258789,38.56499862670898,37.63999938964844,37.970001220703125,4625100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,38.18999862670898,38.619998931884766,37.7400016784668,38.459999084472656,6292900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,38.61000061035156,39.8849983215332,38.470001220703125,39.540000915527344,5254500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,39.68999862670898,39.84999847412109,38.900001525878906,39.220001220703125,3788500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.20000076293945,39.84999847412109,39.005001068115234,39.70000076293945,3790400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,39.34000015258789,39.720001220703125,38.810001373291016,38.869998931884766,4186700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,38.9900016784668,39.27999877929688,37.90999984741211,38.61000061035156,5164400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,38.13999938964844,39.119998931884766,37.9900016784668,38.95000076293945,4357600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,38.5,38.89599990844727,38.255001068115234,38.7599983215332,5217000.0,,,,,,,,,,
