Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACLS')","('Close', 'ACLS')","('High', 'ACLS')","('Low', 'ACLS')","('Open', 'ACLS')","('Volume', 'ACLS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,127.37999725341795,127.37999725341795,123.33000183105467,124.72000122070312,639200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,122.1500015258789,123.0,120.20999908447266,120.91999816894533,550600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.56999969482422,119.2300033569336,114.22000122070312,116.12999725341795,828000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,116.44000244140624,118.06999969482422,115.20999908447266,117.83000183105467,643600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,118.3000030517578,122.0,117.66999816894533,120.97000122070312,589700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.83999633789062,121.23999786376952,117.62000274658205,120.1500015258789,334800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.3000030517578,118.9000015258789,112.95999908447266,116.08000183105467,1178500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,116.08000183105467,117.83000183105467,112.51000213623048,114.81999969482422,772400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,114.8499984741211,116.0199966430664,113.0999984741211,114.12000274658205,490800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,118.1500015258789,122.23999786376952,116.16999816894533,119.62999725341795,1077600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,118.12000274658205,120.8000030517578,116.2699966430664,120.33999633789062,753600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,124.97000122070312,127.58000183105467,122.55999755859376,125.66999816894533,888500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,127.54000091552734,131.85000610351562,125.41000366210938,131.63999938964844,814900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,133.5500030517578,138.5,133.5500030517578,137.8800048828125,952200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,138.97999572753906,140.63999938964844,136.6300048828125,139.3300018310547,709900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,142.60000610351562,145.77000427246094,139.61000061035156,140.11000061035156,937800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,143.5399932861328,144.19000244140625,135.8699951171875,136.30999755859375,915800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,134.2899932861328,135.24000549316406,130.77000427246094,131.2899932861328,812300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,132.2899932861328,134.5,129.7899932861328,134.4199981689453,648500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,134.2100067138672,135.39999389648438,132.89999389648438,133.41000366210938,486100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,130.52999877929688,135.1999969482422,128.10000610351562,130.0500030517578,787400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,131.8000030517578,132.16000366210938,127.43000030517578,130.69000244140625,583300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,130.25,132.94000244140625,129.47999572753906,131.6199951171875,381200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,132.3800048828125,134.25999450683594,128.52999877929688,130.1999969482422,554600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,129.5500030517578,131.2100067138672,128.0,129.82000732421875,718400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,132.2100067138672,134.3000030517578,129.38999938964844,131.49000549316406,1232700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,117.4499969482422,124.91000366210938,110.0,122.25,2533800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,124.62000274658205,127.26000213623048,120.23999786376952,125.31999969482422,1099900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,125.05999755859376,126.63999938964844,121.23999786376952,122.31999969482422,870300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,116.91999816894533,122.63999938964844,116.0500030517578,118.3499984741211,913300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,120.1999969482422,122.69000244140624,119.0,120.5999984741211,618900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,121.86000061035156,123.0,117.79000091552734,119.26000213623048,635000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,120.4499969482422,122.4000015258789,116.69000244140624,116.77999877929688,613400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,114.18000030517578,114.36000061035156,110.5500030517578,111.91000366210938,974200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,110.0,110.76000213623048,107.4800033569336,109.31999969482422,943100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,112.16999816894533,113.1500015258789,109.3000030517578,111.4499969482422,732200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,111.5,112.2300033569336,109.58000183105467,109.6500015258789,657200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,110.98999786376952,111.77999877929688,109.26000213623048,110.69000244140624,498300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,111.68000030517578,112.0,109.37000274658205,109.73999786376952,613500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,108.1500015258789,111.3000030517578,107.13999938964844,110.72000122070312,547300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,112.66999816894533,114.11000061035156,111.55999755859376,112.66999816894533,842400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,114.0,117.58000183105467,112.5199966430664,116.2699966430664,554800.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,117.36000061035156,117.36000061035156,114.4000015258789,114.7300033569336,595600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,112.5999984741211,114.0,110.25,111.41000366210938,475400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,113.25,114.5,110.20999908447266,113.20999908447266,520900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,114.68000030517578,119.2300033569336,114.51000213623048,118.62999725341795,503100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,119.0500030517578,119.19000244140624,111.87999725341795,111.91000366210938,858200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,111.6500015258789,114.0199966430664,110.91000366210938,112.4800033569336,634200.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,114.5999984741211,114.5999984741211,110.9000015258789,111.88999938964844,513400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,111.1500015258789,111.97000122070312,108.37000274658205,108.6500015258789,791400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,108.31999969482422,109.23999786376952,106.9499969482422,108.11000061035156,627800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,106.55999755859376,108.13999938964844,106.11000061035156,107.61000061035156,773000.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,110.25,111.37999725341795,109.22000122070312,110.20999908447266,539400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,108.6500015258789,111.20999908447266,107.08999633789062,111.16000366210938,551700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,112.1999969482422,113.75,109.22000122070312,113.06999969482422,513900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,116.2699966430664,117.93000030517578,113.75,114.41999816894533,532800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,113.4000015258789,114.41999816894533,111.97000122070312,112.66000366210938,377000.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,109.0,110.9000015258789,107.45999908447266,109.5500030517578,586500.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,110.45999908447266,110.75,108.01000213623048,108.04000091552734,472000.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,109.22000122070312,112.58000183105467,107.45999908447266,112.47000122070312,507000.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,112.37999725341795,114.08999633789062,111.4499969482422,111.5199966430664,530000.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,111.6999969482422,113.97000122070312,111.6500015258789,112.38999938964844,373300.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,109.98999786376952,109.98999786376952,107.62999725341795,108.18000030517578,623500.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,106.87000274658205,108.95999908447266,106.11000061035156,107.05999755859376,663200.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,108.5500030517578,109.5,103.72000122070312,104.45999908447266,655400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,105.47000122070312,106.0,103.25,105.23999786376952,482400.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,106.0,106.76000213623048,104.61000061035156,104.72000122070312,328200.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,106.5999984741211,109.0199966430664,105.77999877929688,108.9000015258789,531400.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,105.9499969482422,107.86000061035156,103.73999786376952,105.13999938964844,552300.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,106.0199966430664,108.3000030517578,104.4800033569336,108.12000274658205,400000.0,,,,,,,,,,
