Date,Open,High,Low,Close,Volume,"('Adj Close', 'PNFP')","('Close', 'PNFP')","('High', 'PNFP')","('Low', 'PNFP')","('Open', 'PNFP')","('Volume', 'PNFP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,86.11000061035156,88.55000305175781,85.68000030517578,87.58000183105469,482500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,85.83999633789062,86.37000274658203,83.75,84.0999984741211,539700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,83.93000030517578,85.47000122070312,83.93000030517578,84.41999816894531,394300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,83.93000030517578,86.91999816894531,83.93000030517578,85.98999786376953,777000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,85.73999786376953,86.80000305175781,85.12000274658203,86.76000213623047,191300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,85.54000091552734,86.25,85.1500015258789,85.4800033569336,274200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,85.30000305175781,86.37000274658203,84.5,85.7699966430664,305200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,84.44999694824219,84.91999816894531,83.0,84.73999786376953,353700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,85.37000274658203,86.0,83.05000305175781,84.45999908447266,410300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,82.7699966430664,84.0,82.08999633789062,82.86000061035156,570500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,80.4000015258789,83.4000015258789,78.43000030517578,83.27999877929688,1068500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,83.43000030517578,84.62999725341797,82.56999969482422,83.87000274658203,510600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,83.72000122070312,85.80000305175781,83.26000213623047,85.80000305175781,302800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,86.98999786376953,87.80000305175781,86.0999984741211,87.7699966430664,311600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,88.05999755859375,88.20999908447266,86.9000015258789,87.37000274658203,513800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,88.12000274658203,90.4000015258789,87.9000015258789,89.87999725341797,939800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,90.55999755859376,90.95999908447266,88.62000274658203,89.61000061035156,634300.0,,,,,,,,,,
