Date,Open,High,Low,Close,Volume,"('Adj Close', 'DHC')","('Close', 'DHC')","('High', 'DHC')","('Low', 'DHC')","('Open', 'DHC')","('Volume', 'DHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.7100000381469727,3.7200000286102295,3.509999990463257,3.5899999141693115,1266300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.609999895095825,3.630000114440918,3.430000066757202,3.4800000190734863,1191700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.509999990463257,3.5199999809265137,3.3399999141693115,3.3499999046325684,1334400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.289999961853028,3.4200000762939453,3.25,3.289999961853028,1449200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.2699999809265137,3.2699999809265137,3.1700000762939453,3.190000057220459,619700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.1600000858306885,3.220000028610229,3.039999961853028,3.049999952316284,868800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.039999961853028,3.069999933242798,2.9800000190734863,3.039999961853028,885500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.990000009536743,2.990000009536743,2.809999942779541,2.950000047683716,1235700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.0199999809265137,3.109999895095825,2.990000009536743,3.0199999809265137,971100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.970000028610229,3.119999885559082,2.9600000381469727,3.0,1355300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.9100000858306885,3.0199999809265137,2.880000114440918,3.009999990463257,8406300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.009999990463257,3.069999933242798,2.759999990463257,2.799999952316284,984400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.819999933242798,2.900000095367432,2.6600000858306885,2.880000114440918,1077400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.880000114440918,3.0,2.859999895095825,2.900000095367432,632800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.9600000381469727,3.049999952316284,2.890000104904175,2.9100000858306885,760400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.990000009536743,2.990000009536743,2.819999933242798,2.8499999046325684,879300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.900000095367432,2.950000047683716,2.8399999141693115,2.900000095367432,1068900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.930000066757202,2.9800000190734863,2.9200000762939453,2.940000057220459,458700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.950000047683716,3.0899999141693115,2.9200000762939453,3.069999933242798,562000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.039999961853028,3.069999933242798,2.990000009536743,3.049999952316284,580700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.049999952316284,3.049999952316284,2.8499999046325684,2.869999885559082,1107400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.869999885559082,2.940000057220459,2.8499999046325684,2.9100000858306885,730200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.8499999046325684,2.880000114440918,2.75,2.75,863000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.700000047683716,2.7100000381469727,2.640000104904175,2.6600000858306885,642400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.630000114440918,2.6700000762939453,2.5899999141693115,2.5999999046325684,773400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.640000104904175,2.640000104904175,2.490000009536743,2.5799999237060547,1432300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.5799999237060547,2.6600000858306885,2.5799999237060547,2.630000114440918,555800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.640000104904175,2.759999990463257,2.630000114440918,2.700000047683716,668500.0,,,,,,,,,,
