Date,Open,High,Low,Close,Volume,"('Adj Close', 'XXII')","('Close', 'XXII')","('High', 'XXII')","('Low', 'XXII')","('Open', 'XXII')","('Volume', 'XXII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,393.1199951171875,397.4400024414063,380.1600036621094,388.7999877929688,493.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,367.2000122070313,380.1600036621094,356.3999938964844,369.3599853515625,305.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,360.7200012207031,378.0,354.239990234375,371.5199890136719,396.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,373.6799926757813,388.7999877929688,358.5599975585937,388.7999877929688,703.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,393.1199951171875,419.0400085449219,369.3599853515625,416.8800048828125,938.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,419.0400085449219,475.2000122070313,390.9599914550781,397.4400024414063,1614.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,395.2799987792969,408.239990234375,380.1600036621094,408.239990234375,568.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,390.9599914550781,390.9599914550781,369.3599853515625,380.1600036621094,510.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,386.6400146484375,410.3999938964844,384.4800109863281,390.9599914550781,598.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,399.6000061035156,455.760009765625,388.7999877929688,453.6000061035156,1190.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,473.0400085449219,475.2000122070313,367.2000122070313,378.0,1965.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,406.0799865722656,406.0799865722656,369.3599853515625,380.1600036621094,734.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,384.4800109863281,388.7999877929688,365.0400085449219,369.3599853515625,486.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,388.7999877929688,388.7999877929688,336.9599914550781,375.8399963378906,691.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,384.4800109863281,393.1199951171875,367.2000122070313,388.7999877929688,369.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,388.7999877929688,395.2799987792969,367.2000122070313,390.9599914550781,534.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,395.2799987792969,395.2799987792969,371.5199890136719,371.5199890136719,391.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,375.8399963378906,378.0,369.3599853515625,371.5199890136719,262.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,386.6400146484375,397.4400024414063,367.2000122070313,397.4400024414063,329.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,395.2799987792969,451.4400024414063,393.1199951171875,412.55999755859375,1512.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,410.3999938964844,412.55999755859375,373.6799926757813,380.1600036621094,689.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,384.4800109863281,388.7999877929688,380.1600036621094,388.7999877929688,239.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,393.1199951171875,399.6000061035156,382.3200073242188,386.6400146484375,285.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,388.7999877929688,388.7999877929688,367.2000122070313,378.0,340.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,367.2000122070313,371.5199890136719,326.1600036621094,334.79998779296875,1221.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,324.0,341.2799987792969,300.239990234375,302.3999938964844,864.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,308.8800048828125,315.3599853515625,300.239990234375,315.3599853515625,488.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,330.4800109863281,336.9599914550781,313.20001220703125,330.4800109863281,363.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,367.2000122070313,378.0,321.8399963378906,324.0,583.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,345.6000061035156,345.6000061035156,302.3999938964844,317.5199890136719,251.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,330.4800109863281,330.4800109863281,304.5599975585937,330.4800109863281,386.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,330.4800109863281,345.6000061035156,324.0,339.1199951171875,238.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,332.6400146484375,341.2799987792969,324.0,339.1199951171875,278.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,341.2799987792969,356.3999938964844,334.79998779296875,339.1199951171875,503.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,345.6000061035156,349.9200134277344,324.0,339.1199951171875,192.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,343.44000244140625,343.44000244140625,324.0,324.0,499.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,324.0,330.4800109863281,300.239990234375,300.239990234375,328.0,,,,,,,,,,
