Date,Open,High,Low,Close,Volume,"('Adj Close', 'INDI')","('Close', 'INDI')","('High', 'INDI')","('Low', 'INDI')","('Open', 'INDI')","('Volume', 'INDI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.96999979019165,7.994999885559082,7.474999904632568,7.579999923706055,2221600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.460000038146973,7.53000020980835,7.260000228881836,7.349999904632568,2506600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.920000076293945,7.260000228881836,6.704999923706055,7.070000171661377,4539800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.010000228881836,7.170000076293945,6.860000133514404,7.079999923706055,2863800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.099999904632568,7.659999847412109,7.078999996185303,7.510000228881836,2059100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.349999904632568,7.635000228881836,7.309999942779541,7.5,1393600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.46999979019165,7.486999988555908,7.054999828338623,7.210000038146973,1503300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.170000076293945,7.249000072479248,6.829999923706055,7.119999885559082,1723300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.199999809265137,7.329999923706055,6.940000057220459,6.960000038146973,1130700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.880000114440918,6.929999828338623,6.710000038146973,6.789999961853027,2199100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.659999847412109,6.690000057220459,6.519999980926514,6.639999866485596,1736700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.829999923706055,6.900000095367432,6.639999866485596,6.849999904632568,1495700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.929999828338623,7.130000114440918,6.789999961853027,7.099999904632568,1776700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.199999809265137,7.320000171661377,6.815000057220459,7.139999866485596,3833600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.309999942779541,7.510000228881836,7.170000076293945,7.239999771118164,1724500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.420000076293945,7.5,6.744999885559082,6.869999885559082,3137800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.0,7.059999942779541,6.730000019073486,6.789999961853027,1434700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.789999961853027,6.940000057220459,6.514999866485596,6.519999980926514,1561400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.550000190734863,6.789999961853027,6.480000019073486,6.775000095367432,1516100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.75,6.75,6.400000095367432,6.400000095367432,1267800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.289999961853027,6.425000190734863,6.039999961853027,6.070000171661377,2801700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.190000057220459,6.215000152587891,5.940000057220459,6.150000095367432,2160000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.070000171661377,6.130000114440918,5.900000095367432,6.070000171661377,1958900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.010000228881836,6.199999809265137,5.940000057220459,6.150000095367432,1555100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.139999866485596,6.550000190734863,6.131999969482422,6.510000228881836,1616300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.579999923706055,6.630000114440918,6.329999923706055,6.539999961853027,1413000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.550000190734863,7.269999980926514,6.520999908447266,7.199999809265137,2421000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.289999961853027,7.519999980926514,7.239999771118164,7.489999771118164,1695500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.519999980926514,7.724999904632568,7.46999979019165,7.489999771118164,1774000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.050000190734863,7.289999961853027,6.889999866485596,6.940000057220459,1792200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.159999847412109,7.440000057220459,7.130000114440918,7.369999885559082,1299500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.449999809265137,7.650000095367432,7.364999771118164,7.460000038146973,1519800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.340000152587891,7.474999904632568,7.179999828338623,7.360000133514404,1340600.0,,,,,,,,,,
