Date,Open,High,Low,Close,Volume,"('Adj Close', 'PTN')","('Close', 'PTN')","('High', 'PTN')","('Low', 'PTN')","('Open', 'PTN')","('Volume', 'PTN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.9600000381469727,4.090000152587891,3.5299999713897705,3.859999895095825,330700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.859999895095825,3.900000095367432,3.299999952316284,3.450000047683716,192400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.369999885559082,3.440000057220459,2.559999942779541,2.619999885559082,673500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.6600000858306885,2.950000047683716,2.440000057220459,2.75,420400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.799999952316284,3.119999885559082,2.5299999713897705,3.0999999046325684,442000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.0299999713897705,3.359999895095825,2.8499999046325684,2.930000066757202,698100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.950000047683716,3.150000095367432,2.799999952316284,2.8499999046325684,115300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.900000095367432,2.950000047683716,2.630000114440918,2.7699999809265137,219000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.8299999237060547,2.930000066757202,2.7100000381469727,2.799999952316284,238800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.940000057220459,3.049999952316284,2.809999942779541,2.880000114440918,199300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.950000047683716,2.990000009536743,2.799999952316284,2.9200000762939453,194800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.940000057220459,2.970000028610229,2.7699999809265137,2.9200000762939453,227300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.950000047683716,3.7200000286102295,2.950000047683716,3.680000066757202,699800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.700000047683716,4.070000171661377,3.450000047683716,3.670000076293945,800500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.7100000381469727,3.900000095367432,3.509999990463257,3.809999942779541,241300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.869999885559082,4.010000228881836,3.5999999046325684,3.819999933242798,303900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.900000095367432,4.0,3.650000095367432,4.0,229000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.010000228881836,4.400000095367432,3.809999942779541,4.329999923706055,430300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.420000076293945,5.650000095367432,4.369999885559082,5.460000038146973,979800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.960000038146973,5.150000095367432,4.559999942779541,4.880000114440918,901300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.130000114440918,5.21999979019165,4.130000114440918,4.210000038146973,928100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.289999961853027,4.289999961853027,3.450000047683716,3.609999895095825,637900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.900000095367432,3.900000095367432,3.3299999237060547,3.7799999713897705,546000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.799999952316284,4.389999866485596,3.630000114440918,4.070000171661377,929800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.150000095367432,4.28000020980835,3.900000095367432,4.170000076293945,324600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.199999809265137,4.199999809265137,3.809999942779541,4.090000152587891,385000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.050000190734863,4.199999809265137,3.7200000286102295,4.019999980926514,404200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.070000171661377,4.25,3.950000047683716,4.25,390400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.329999923706055,4.650000095367432,4.099999904632568,4.099999904632568,414100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.0,4.070000171661377,3.759999990463257,3.950000047683716,418100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.0,4.179999828338623,3.9600000381469727,4.139999866485596,371000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,4.03000020980835,4.039999961853027,3.049999952316284,3.150000095367432,1342800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.259999990463257,3.2799999713897705,2.950000047683716,3.0199999809265137,999700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.0899999141693115,3.369999885559082,3.0,3.240000009536743,789200.0,,,,,,,,,,
