Date,Open,High,Low,Close,Volume,"('Adj Close', 'STRL')","('Close', 'STRL')","('High', 'STRL')","('Low', 'STRL')","('Open', 'STRL')","('Volume', 'STRL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,87.0,87.44000244140625,81.66999816894531,84.91000366210938,781500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,83.31999969482422,83.54000091552734,79.63999938964844,79.76000213623047,416300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,80.01000213623047,80.0999984741211,78.25,78.25,314100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,78.0,79.06999969482422,76.83999633789062,77.08999633789062,306700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,77.30000305175781,79.20999908447266,77.27999877929688,78.72000122070312,431100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,77.4000015258789,77.76000213623047,74.70999908447266,77.08999633789062,451400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,76.58999633789062,78.37999725341797,76.16999816894531,78.29000091552734,273600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,78.16000366210938,78.95999908447266,77.31999969482422,78.41000366210938,300500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.4800033569336,79.91999816894531,77.69000244140625,78.4000015258789,175300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,78.0,79.77999877929688,76.43000030517578,79.7300033569336,427400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,78.41000366210938,78.43000030517578,76.87000274658203,78.0,212100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,78.48999786376953,79.26000213623047,76.30000305175781,77.56999969482422,277600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,77.93000030517578,78.12000274658203,75.0999984741211,76.19999694824219,438600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,76.75,77.9000015258789,75.81999969482422,76.61000061035156,254400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,76.88999938964844,77.0,69.61000061035156,72.04000091552734,806400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,72.75,72.75,70.58999633789062,71.77999877929688,481400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,73.33999633789062,73.51000213623047,72.55999755859375,73.12999725341797,290500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,73.80000305175781,75.25,73.2300033569336,75.12999725341797,373200.0,,,,,,,,,,
