Date,Open,High,Low,Close,Volume,"('Adj Close', 'TAYD')","('Close', 'TAYD')","('High', 'TAYD')","('Low', 'TAYD')","('Open', 'TAYD')","('Volume', 'TAYD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.65999984741211,22.920000076293945,22.600000381469727,22.65999984741211,5600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.229999542236328,23.25,22.65999984741211,23.049999237060547,2300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.63999938964844,22.65999984741211,21.989999771118164,21.989999771118164,15900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.989999771118164,22.549999237060547,21.989999771118164,22.200000762939453,2200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.21999931335449,23.25,22.21999931335449,23.190000534057617,5200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.149999618530277,23.940000534057617,23.149999618530277,23.56999969482422,5300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.020000457763672,28.649999618530277,24.020000457763672,27.809999465942383,76100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.450000762939453,28.700000762939453,27.09000015258789,28.06999969482422,25300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.209999084472656,28.6200008392334,27.51000022888184,28.309999465942383,13200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.5,29.5,28.229999542236328,29.25,49100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.309999465942383,32.290000915527344,28.940000534057617,31.8700008392334,38500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,31.790000915527344,32.06999969482422,28.920000076293945,30.46999931335449,44300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,30.239999771118164,30.36000061035156,27.81999969482422,30.200000762939453,14100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.96999931335449,31.290000915527344,29.96999931335449,31.25,12400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,31.399999618530277,31.5,30.540000915527344,30.600000381469727,8300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.649999618530277,31.84000015258789,30.649999618530277,31.600000381469727,9200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.0,32.0,30.5,31.61000061035156,9000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,31.899999618530277,31.899999618530277,30.309999465942383,30.489999771118164,7200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.65999984741211,31.0,29.950000762939453,30.520000457763672,13100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,30.649999618530277,31.86000061035156,29.26000022888184,31.59000015258789,9700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,31.6200008392334,31.6200008392334,30.61000061035156,30.799999237060547,7200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,30.989999771118164,31.90999984741211,30.90999984741211,31.399999618530277,7800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,31.209999084472656,31.989999771118164,29.950000762939453,31.989999771118164,4700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,31.989999771118164,31.989999771118164,30.549999237060547,31.979999542236328,10200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,31.600000381469727,32.7599983215332,31.200000762939453,32.65999984741211,16500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.0,34.25,32.7400016784668,33.650001525878906,17700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,34.099998474121094,34.25,33.77000045776367,34.25,15800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,33.91999816894531,36.470001220703125,33.91999816894531,36.27999877929688,18500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,36.0,36.97999954223633,35.25,36.25,10000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,36.880001068115234,37.0,33.959999084472656,36.650001525878906,11600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,36.650001525878906,37.38999938964844,33.75,37.13999938964844,11100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,36.68999862670898,37.31999969482422,35.58000183105469,36.61000061035156,9800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,37.0,37.43000030517578,35.9900016784668,37.400001525878906,10700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,37.5,37.5,36.0,36.9900016784668,16200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,36.43000030517578,37.0,36.0,36.380001068115234,15100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,35.75,35.75,34.34000015258789,34.54999923706055,8500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,34.97999954223633,35.4900016784668,34.880001068115234,35.40999984741211,9000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,35.09000015258789,35.25,34.130001068115234,34.470001220703125,15000.0,,,,,,,,,,
