Date,Open,High,Low,Close,Volume,"('Adj Close', 'NRIX')","('Close', 'NRIX')","('High', 'NRIX')","('Low', 'NRIX')","('Open', 'NRIX')","('Volume', 'NRIX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.369999885559082,10.779999732971191,9.989999771118164,10.220000267028809,1022900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.949999809265137,10.020000457763672,9.380000114440918,9.640000343322754,1382100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.6899995803833,10.050000190734863,9.579999923706056,9.850000381469728,1002200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.699999809265137,9.970000267028809,9.25,9.869999885559082,679100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.770000457763672,10.039999961853027,9.4399995803833,9.960000038146973,736700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.75,10.149999618530272,9.43000030517578,9.75,1066900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.75,10.020000457763672,9.5600004196167,9.869999885559082,1049200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.649999618530272,9.850000381469728,9.239999771118164,9.350000381469728,652400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.470000267028809,9.829999923706056,9.289999961853027,9.369999885559082,351300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.210000038146973,9.335000038146973,8.550000190734863,8.720000267028809,438600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.4399995803833,8.720000267028809,8.239999771118164,8.40999984741211,785000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.529999732971191,8.529999732971191,7.940000057220459,8.1899995803833,443800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.229999542236328,8.289999961853027,7.900000095367432,8.15999984741211,327500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.239999771118164,8.59000015258789,7.809999942779541,7.960000038146973,677800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.170000076293945,8.390000343322754,7.989999771118164,8.010000228881836,392200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.1899995803833,8.1899995803833,7.695000171661377,7.769999980926514,342700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.769999980926514,8.170000076293945,7.730000019073486,8.100000381469727,289100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.1899995803833,8.34000015258789,7.789999961853027,7.860000133514404,260400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.889999866485596,8.460000038146973,7.650000095367432,8.369999885559082,272100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.3100004196167,8.4399995803833,7.909999847412109,7.989999771118164,1207600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.96999979019165,8.210000038146973,7.789999961853027,7.900000095367432,464400.0,,,,,,,,,,
