Date,Open,High,Low,Close,Volume,"('Adj Close', 'SAIC')","('Close', 'SAIC')","('High', 'SAIC')","('Low', 'SAIC')","('Open', 'SAIC')","('Volume', 'SAIC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,124.1500015258789,125.08000183105467,123.5999984741211,124.58999633789062,239600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,123.2300033569336,124.80999755859376,123.22000122070312,123.37000274658205,269200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,123.3000030517578,124.08000183105467,123.04000091552734,123.25,377700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,123.33999633789062,124.66000366210938,123.33999633789062,124.37000274658205,515400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,124.37000274658205,126.88999938964844,124.04000091552734,126.68000030517578,228600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,126.69000244140624,127.62999725341795,125.97000122070312,127.25,237800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,127.66000366210938,128.64999389648438,127.22000122070312,128.0500030517578,205600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,127.66000366210938,128.0399932861328,126.37999725341795,127.7300033569336,249500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,128.38999938964844,129.27000427246094,127.62000274658205,128.6300048828125,204100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,128.1999969482422,128.35000610351562,126.11000061035156,127.29000091552734,284600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,126.2300033569336,127.52999877929688,126.2300033569336,127.3499984741211,226900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,127.83000183105467,128.8800048828125,127.05999755859376,128.74000549316406,232800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,129.35000610351562,130.0,128.33999633789062,129.5,239900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,130.0,131.2899932861328,130.0,131.0800018310547,162900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,131.27999877929688,131.3699951171875,128.5,128.52000427246094,227200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,128.85000610351562,129.75999450683594,128.64999389648438,128.7100067138672,175000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,129.32000732421875,130.0,126.94000244140624,128.22000122070312,204700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,129.22000122070312,131.1300048828125,129.22000122070312,130.92999267578125,202900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,131.00999450683594,131.92999267578125,129.85000610351562,130.8699951171875,222600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,131.05999755859375,131.19000244140625,129.75999450683594,130.41000366210938,551100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,130.0,130.35000610351562,127.5500030517578,127.66000366210938,349400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,127.66000366210938,128.83999633789062,127.0199966430664,128.82000732421875,239700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,127.9800033569336,129.38999938964844,127.37000274658205,129.00999450683594,203300.0,,,,,,,,,,
