Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPG')","('Close', 'LPG')","('High', 'LPG')","('Low', 'LPG')","('Open', 'LPG')","('Volume', 'LPG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,44.52000045776367,45.25,42.84000015258789,43.7599983215332,661800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,43.54999923706055,46.07600021362305,43.2599983215332,45.54999923706055,673900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,46.650001525878906,49.31999969482422,46.5,46.84999847412109,1331500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,47.45000076293945,49.540000915527344,47.04999923706055,47.79999923706055,1495900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,47.08000183105469,47.540000915527344,45.04999923706055,47.43999862670898,1140100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,47.5,47.76100158691406,44.70000076293945,45.95000076293945,1183900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,46.25,46.34000015258789,43.5,44.060001373291016,1131200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,42.27000045776367,42.5,39.400001525878906,41.220001220703125,2250800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,42.380001068115234,43.29999923706055,41.68999862670898,42.52999877929688,982100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,43.02999877929688,43.41999816894531,40.869998931884766,40.97999954223633,982700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.619998931884766,42.810001373291016,40.09000015258789,42.060001373291016,1450000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,41.88999938964844,42.0,40.27999877929688,41.33000183105469,1173600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.650001525878906,42.16999816894531,41.02000045776367,41.91999816894531,992300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,41.66999816894531,42.46500015258789,40.89699935913086,40.970001220703125,777800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.34999847412109,41.02999877929688,39.0,40.84999847412109,984400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,42.040000915527344,42.70500183105469,41.77000045776367,42.470001220703125,804400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.810001373291016,42.04999923706055,39.75,41.060001373291016,1660100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,40.25,40.25,38.06999969482422,39.33000183105469,2052400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,39.470001220703125,39.59999847412109,38.08000183105469,38.709999084472656,1155900.0,,,,,,,,,,
