Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATRO')","('Close', 'ATRO')","('High', 'ATRO')","('Low', 'ATRO')","('Open', 'ATRO')","('Volume', 'ATRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.290000915527344,17.469999313354492,16.829999923706055,17.229999542236328,162600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.1299991607666,17.1299991607666,16.440000534057617,16.450000762939453,156200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,16.549999237060547,16.59000015258789,16.1299991607666,16.139999389648438,99600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,16.049999237060547,16.239999771118164,15.670000076293944,15.720000267028809,158400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,15.6899995803833,15.960000038146973,15.5600004196167,15.960000038146973,82700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.789999961853027,15.789999961853027,15.289999961853027,15.59000015258789,132200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,16.329999923706055,17.799999237060547,16.049999237060547,16.65999984741211,273100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,16.450000762939453,16.700000762939453,15.970000267028809,16.639999389648438,302600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,16.93000030517578,17.079999923706055,16.75,16.940000534057617,188700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,16.760000228881836,16.90999984741211,16.170000076293945,16.31999969482422,163400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.030000686645508,16.329999923706055,15.869999885559082,16.09000015258789,92000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,16.239999771118164,16.579999923706055,16.1299991607666,16.450000762939453,129200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,16.690000534057617,16.940000534057617,16.360000610351562,16.8700008392334,132600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,16.950000762939453,17.350000381469727,16.950000762939453,17.15999984741211,124300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.329999923706055,17.559999465942383,17.09000015258789,17.219999313354492,104900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.280000686645508,17.649999618530273,17.280000686645508,17.43000030517578,128400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.709999084472656,17.979999542236328,17.260000228881836,17.399999618530273,135300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.420000076293945,17.450000762939453,17.059999465942383,17.280000686645508,89700.0,,,,,,,,,,
