Date,Open,High,Low,Close,Volume,"('Adj Close', 'QLGN')","('Close', 'QLGN')","('High', 'QLGN')","('Low', 'QLGN')","('Open', 'QLGN')","('Volume', 'QLGN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.5,28.149999618530277,24.25,27.700000762939453,2086.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,28.0,28.0,26.75,27.299999237060547,426.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.5,27.950000762939453,25.799999237060547,26.75,624.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.950000762939453,27.0,25.0,26.5,986.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.0,26.649999618530277,24.0,25.450000762939453,1272.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.5,27.25,25.100000381469727,26.75,1744.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.5,27.5,25.299999237060547,25.5,872.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.5,26.5,24.5,24.75,1238.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.0,26.25,24.75,25.549999237060547,1052.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.299999237060547,25.950000762939453,24.75,25.299999237060547,582.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,26.0,26.0,24.75,25.75,618.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.450000762939453,26.0,24.799999237060547,25.0,554.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.75,25.100000381469727,24.600000381469727,25.100000381469727,834.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.649999618530277,25.5,24.649999618530277,24.649999618530277,558.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.149999618530277,25.600000381469727,24.649999618530277,24.649999618530277,268.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,24.649999618530277,25.25,24.549999237060547,24.549999237060547,380.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.200000762939453,26.0,24.549999237060547,25.25,206.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.25,25.75,24.799999237060547,24.850000381469727,1058.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,25.049999237060547,25.75,24.850000381469727,25.649999618530277,156.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,25.049999237060547,27.0,25.049999237060547,26.0,224.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.0,26.899999618530277,26.0,26.299999237060547,156.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.0,27.0,26.0,26.5,86.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.5,26.5,24.649999618530277,25.100000381469727,1184.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,24.350000381469727,25.25,24.0,24.0,366.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.700000762939453,27.5,22.850000381469727,24.0,836.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,23.0,25.350000381469727,22.549999237060547,25.0,418.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,24.0,25.5,23.5,25.450000762939453,366.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,24.75,25.0,24.600000381469727,24.600000381469727,150.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,24.600000381469727,28.700000762939453,22.950000762939453,23.200000762939453,6074.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,24.5,25.5,23.0,23.049999237060547,2402.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,22.850000381469727,24.450000762939453,22.75,23.700000762939453,562.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,22.850000381469727,23.950000762939453,22.850000381469727,23.75,362.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,23.5,23.700000762939453,23.299999237060547,23.700000762939453,436.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,23.5,25.350000381469727,23.299999237060547,25.350000381469727,2630.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,24.600000381469727,25.200000762939453,24.5,24.5,300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,24.0,25.950000762939453,24.0,24.049999237060547,310.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,25.200000762939453,26.950000762939453,24.049999237060547,25.799999237060547,640.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,25.5,29.25,25.5,28.950000762939453,2636.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,29.200000762939453,29.200000762939453,23.399999618530277,24.5,3426.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,24.149999618530277,25.75,23.399999618530277,23.5,1640.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,24.0,24.149999618530277,22.899999618530277,23.0,1848.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,24.100000381469727,24.100000381469727,21.75,22.450000762939453,1570.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,23.100000381469727,23.100000381469727,19.649999618530277,20.899999618530277,2280.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,20.75,21.0,20.0,20.5,1492.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,21.0,21.5,19.75,20.5,744.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,20.0,21.5,19.899999618530277,20.0,1230.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,21.5,21.5,19.75,20.25,556.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,21.0,21.0,19.700000762939453,20.25,786.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,20.450000762939453,21.5,20.25,20.25,364.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,20.5,20.5,19.549999237060547,19.75,706.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,20.700000762939453,20.700000762939453,19.549999237060547,20.200000762939453,240.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,20.5,20.5,16.850000381469727,18.5,4656.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,19.450000762939453,20.0,17.700000762939453,18.049999237060547,1100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,17.700000762939453,19.0,17.700000762939453,17.700000762939453,1246.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,18.100000381469727,19.0,17.5,18.049999237060547,788.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,18.950000762939453,20.5,17.5,18.399999618530277,1720.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,18.5,20.350000381469727,18.5,19.450000762939453,478.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,19.5,20.0,18.549999237060547,19.25,1160.0,,,,,,,,,,
