Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALDX')","('Close', 'ALDX')","('High', 'ALDX')","('Low', 'ALDX')","('Open', 'ALDX')","('Volume', 'ALDX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.4600000381469727,3.690000057220459,3.400000095367432,3.539999961853028,956000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.5,3.539999961853028,3.2950000762939453,3.3499999046325684,755900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.380000114440918,3.4200000762939453,3.259999990463257,3.3399999141693115,550800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.2799999713897705,3.319999933242798,3.180000066757202,3.2300000190734863,655300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.2100000381469727,3.359999895095825,3.0899999141693115,3.3499999046325684,902100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.309999942779541,3.390000104904175,3.2699999809265137,3.369999885559082,480500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.359999895095825,3.490000009536743,3.240000009536743,3.3399999141693115,453500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.2799999713897705,3.2950000762939453,3.130000114440918,3.200000047683716,506400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.25,3.369999885559082,3.194999933242798,3.2100000381469727,385000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.150000095367432,3.309999942779541,3.150000095367432,3.2699999809265137,564000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.190000057220459,3.244999885559082,3.130000114440918,3.200000047683716,527700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.200000047683716,3.200000047683716,3.009999990463257,3.039999961853028,555200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.009999990463257,3.134999990463257,3.009999990463257,3.0799999237060547,375200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.0899999141693115,3.1700000762939453,3.005000114440918,3.0899999141693115,617800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.150000095367432,3.1700000762939453,2.990000009536743,3.069999933242798,421800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.0999999046325684,3.140000104904175,2.990000009536743,3.0,479700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.039999961853028,3.095000028610229,2.9600000381469727,3.039999961853028,524100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.049999952316284,3.180000066757202,3.0199999809265137,3.039999961853028,233900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.0999999046325684,3.430000066757202,3.0999999046325684,3.380000114440918,930900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.380000114440918,3.380000114440918,3.2100000381469727,3.2300000190734863,418000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.25,3.3550000190734863,3.1050000190734863,3.130000114440918,785500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.150000095367432,3.244999885559082,3.125,3.190000057220459,369600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.130000114440918,3.200000047683716,3.069999933242798,3.180000066757202,352100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.150000095367432,3.180000066757202,3.059999942779541,3.119999885559082,271200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.0999999046325684,3.3399999141693115,3.0999999046325684,3.3399999141693115,356000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.319999933242798,3.319999933242798,3.194999933242798,3.240000009536743,333800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.240000009536743,3.289999961853028,3.150000095367432,3.2300000190734863,289500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.259999990463257,3.3499999046325684,3.2300000190734863,3.299999952316284,280000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.3399999141693115,3.4200000762939453,3.289999961853028,3.390000104904175,374700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.359999895095825,3.369999885559082,3.1519999504089355,3.180000066757202,522700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.220000028610229,3.407999992370605,3.200999975204468,3.400000095367432,372000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.4200000762939453,3.5999999046325684,3.390000104904175,3.5999999046325684,555300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.5799999237060547,3.680000066757202,3.525000095367432,3.5899999141693115,501600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.509999990463257,3.700000047683716,3.4200000762939453,3.440000057220459,414500.0,,,,,,,,,,
