Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMP')","('Close', 'AMP')","('High', 'AMP')","('Low', 'AMP')","('Open', 'AMP')","('Volume', 'AMP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,378.8900146484375,379.6300048828125,376.5400085449219,379.0299987792969,540600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,381.1000061035156,386.3299865722656,380.3699951171875,380.5400085449219,728500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,379.2900085449219,385.6199951171875,378.8500061035156,379.0400085449219,411800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,377.989990234375,384.1300048828125,376.8399963378906,382.1000061035156,424300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,382.3200073242188,384.489990234375,378.5,384.4400024414063,435900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,382.2300109863281,383.3500061035156,374.010009765625,375.9100036621094,513600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,376.3599853515625,378.2000122070313,374.4800109863281,377.989990234375,304500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,378.5,378.8800048828125,374.239990234375,378.2699890136719,422400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,380.4599914550781,381.8399963378906,374.989990234375,376.3999938964844,354100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,373.3500061035156,373.9200134277344,369.1799926757813,373.4700012207031,813800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,369.1400146484375,376.4200134277344,368.4100036621094,372.05999755859375,501100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,372.2099914550781,375.0,369.2900085449219,374.8800048828125,519300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,377.6300048828125,382.260009765625,374.05999755859375,381.6700134277344,1231800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,382.6600036621094,388.6900024414063,382.6600036621094,387.1099853515625,476400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,387.5199890136719,387.9700012207031,384.8500061035156,387.7999877929688,422500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,390.989990234375,393.6000061035156,388.989990234375,389.4599914550781,577000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,370.1199951171875,402.6499938964844,370.1199951171875,391.3800048828125,1251000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,393.4299926757813,395.4500122070313,389.6799926757813,391.3999938964844,497200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,390.1300048828125,393.30999755859375,388.510009765625,393.1099853515625,591600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,391.510009765625,394.510009765625,391.4299926757813,393.5499877929688,390200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,392.4500122070313,396.3500061035156,386.7300109863281,386.8299865722656,581300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,387.3500061035156,389.7000122070313,378.05999755859375,386.0199890136719,391600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,385.7699890136719,392.6600036621094,381.989990234375,390.6900024414063,322800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,387.80999755859375,390.8599853515625,385.55999755859375,390.0700073242188,395200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,390.0700073242188,392.4599914550781,386.1000061035156,388.0499877929688,365000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,389.0899963378906,393.1700134277344,386.7099914550781,391.3599853515625,423900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,389.9400024414063,395.0199890136719,388.0899963378906,394.8299865722656,329200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,394.6400146484375,398.2000122070313,392.9500122070313,396.9400024414063,306800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,397.1499938964844,402.3299865722656,393.9500122070313,397.3699951171875,415700.0,,,,,,,,,,
