Date,Open,High,Low,Close,Volume,"('Adj Close', 'DMAC')","('Close', 'DMAC')","('High', 'DMAC')","('Low', 'DMAC')","('Open', 'DMAC')","('Volume', 'DMAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.8399999141693115,2.9100000858306885,2.7699999809265137,2.8299999237060547,21200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.7699999809265137,2.900000095367432,2.7699999809265137,2.900000095367432,26800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.8355000019073486,2.899899959564209,2.8299999237060547,2.880000114440918,24300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.8399999141693115,2.900000095367432,2.8299999237060547,2.859999895095825,43500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.890000104904175,2.9600000381469727,2.619999885559082,2.9600000381469727,28400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.940000057220459,3.049999952316284,2.880000114440918,2.940000057220459,64500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.890000104904175,2.990000009536743,2.890000104904175,2.990000009536743,20100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.0,3.039999961853028,2.937599897384644,2.9800000190734863,66800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.0799999237060547,3.0799999237060547,2.9800000190734863,2.990000009536743,38800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.9200000762939453,2.930000066757202,2.8399999141693115,2.859999895095825,27400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.789999961853028,2.889899969100952,2.7300000190734863,2.759999990463257,277400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.7699999809265137,2.8645999431610107,2.7699999809265137,2.8499999046325684,9300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.799999952316284,2.859999895095825,2.799999952316284,2.819999933242798,5800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.799999952316284,2.859999895095825,2.7300000190734863,2.789999961853028,44300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.8299999237060547,2.8754000663757324,2.5799999237060547,2.5799999237060547,43600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.7100000381469727,2.720000028610229,2.639899969100952,2.680000066757202,26200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.680000066757202,2.720000028610229,2.619999885559082,2.680000066757202,32200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.728899955749512,2.728899955749512,2.5999999046325684,2.6700000762939453,14600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.680000066757202,2.680000066757202,2.569999933242798,2.640000104904175,18100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.6700000762939453,2.8550000190734863,2.58899998664856,2.7699999809265137,75600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.809999942779541,2.950000047683716,2.75,2.819999933242798,42400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.859999895095825,3.0,2.7400999069213867,3.0,51800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.119999885559082,3.130000114440918,2.940000057220459,3.0,42000.0,,,,,,,,,,
