Date,Open,High,Low,Close,Volume,"('Adj Close', 'NVTS')","('Close', 'NVTS')","('High', 'NVTS')","('Low', 'NVTS')","('Open', 'NVTS')","('Volume', 'NVTS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.920000076293945,7.920000076293945,7.53000020980835,7.630000114440918,1653300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.400000095367432,7.505000114440918,7.190000057220459,7.21999979019165,2629500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.059999942779541,7.139999866485596,6.90500020980835,7.099999904632568,2423900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.050000190734863,7.139999866485596,6.84499979019165,6.929999828338623,1644100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.03000020980835,7.269999980926514,6.940000057220459,7.190000057220459,1447200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.079999923706055,7.315000057220459,7.03000020980835,7.159999847412109,1416700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.170000076293945,7.210000038146973,6.882999897003174,7.110000133514404,2311200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.110000133514404,7.150000095367432,6.449999809265137,6.650000095367432,3403900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.690000057220459,6.869999885559082,6.539999961853027,6.550000190734863,1258700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.5,6.534999847412109,6.239999771118164,6.329999923706055,2135100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.199999809265137,6.199999809265137,5.945000171661377,6.070000171661377,3263100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.239999771118164,6.304999828338623,6.019999980926514,6.150000095367432,1869400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.269999980926514,6.28000020980835,6.059999942779541,6.28000020980835,1240400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.300000190734863,6.71999979019165,6.300000190734863,6.5,1601900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.599999904632568,6.675000190734863,6.425000190734863,6.519999980926514,1273400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.550000190734863,6.590000152587891,6.360000133514404,6.380000114440918,1366600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.539999961853027,6.614999771118164,6.300000190734863,6.329999923706055,1666400.0,,,,,,,,,,
