Date,Open,High,Low,Close,Volume,"('Adj Close', 'OVID')","('Close', 'OVID')","('High', 'OVID')","('Low', 'OVID')","('Open', 'OVID')","('Volume', 'OVID')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.200000047683716,3.3399999141693115,3.200000047683716,3.319999933242798,126300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.319999933242798,3.369999885559082,3.109999895095825,3.1600000858306885,199700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.150000095367432,3.2300000190734863,3.115999937057495,3.1600000858306885,177700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.130000114440918,3.1700000762939453,3.0299999713897705,3.049999952316284,99200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.049999952316284,3.190000057220459,3.0299999713897705,3.190000057220459,57500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.150000095367432,3.1600000858306885,3.069999933242798,3.0999999046325684,100600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.069999933242798,3.119999885559082,3.049999952316284,3.0899999141693115,194800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.069999933242798,3.1549999713897705,3.039999961853028,3.130000114440918,309500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.1700000762939453,3.240000009536743,3.0999999046325684,3.130000114440918,64400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.0999999046325684,3.0999999046325684,3.049999952316284,3.069999933242798,117000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.039999961853028,3.109999895095825,3.0350000858306885,3.0999999046325684,124000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.119999885559082,3.259999990463257,3.069999933242798,3.140000104904175,69000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.1700000762939453,3.1700000762939453,3.0799999237060547,3.140000104904175,87300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.130000114440918,3.309999942779541,3.130000114440918,3.289999961853028,118300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.319999933242798,3.450000047683716,3.259999990463257,3.400000095367432,308800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.440000057220459,3.670000076293945,3.194999933242798,3.539999961853028,162000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.630000114440918,3.7100000381469727,3.575000047683716,3.5999999046325684,208500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.609999895095825,3.7200000286102295,3.5999999046325684,3.7200000286102295,90500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.690000057220459,3.869999885559082,3.690000057220459,3.839999914169312,167500.0,,,,,,,,,,
