Date,Open,High,Low,Close,Volume,"('Adj Close', 'RJF')","('Close', 'RJF')","('High', 'RJF')","('Low', 'RJF')","('Open', 'RJF')","('Volume', 'RJF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,111.13999938964844,112.38999938964844,110.5,112.3000030517578,696100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,110.7300033569336,110.98999786376952,109.43000030517578,109.45999908447266,818800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,109.20999908447266,111.3000030517578,109.20999908447266,110.16999816894533,1244000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,110.18000030517578,112.38999938964844,109.5,112.04000091552734,984100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,112.31999969482422,112.5,111.25,112.45999908447266,700100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,111.2699966430664,111.33000183105467,110.1500015258789,110.7300033569336,688800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,111.8499984741211,111.9499969482422,110.37000274658205,110.94000244140624,847400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,110.98999786376952,110.98999786376952,109.7300033569336,110.52999877929688,659100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,111.0,111.58999633789062,108.91999816894533,109.12999725341795,1180500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,107.94000244140624,109.37000274658205,106.75,109.30999755859376,1305200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,107.62000274658205,110.08999633789062,107.5999984741211,109.1999969482422,895700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,109.22000122070312,109.81999969482422,108.1999969482422,109.73999786376952,683900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,110.36000061035156,111.83000183105467,109.0,111.5199966430664,923900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,111.41999816894533,113.5500030517578,111.41999816894533,113.5199966430664,1068800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,113.88999938964844,114.26000213623048,112.8000030517578,113.41999816894533,948200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,114.58000183105467,115.41999816894533,111.93000030517578,112.52999877929688,2376500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,115.9800033569336,116.58000183105467,109.69000244140624,113.8499984741211,2534500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,114.37000274658205,116.4499969482422,113.19000244140624,113.22000122070312,2085000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,112.5199966430664,113.2699966430664,111.5999984741211,112.2699966430664,1627000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,111.80999755859376,113.91000366210938,111.8000030517578,113.48999786376952,2146500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,113.22000122070312,113.93000030517578,110.0500030517578,110.18000030517578,1392000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,109.88999938964844,111.19000244140624,108.25,110.48999786376952,1093600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,110.4499969482422,113.6999969482422,110.22000122070312,112.43000030517578,1116000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,111.6500015258789,113.11000061035156,110.8000030517578,112.41999816894533,985600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,112.08000183105467,112.81999969482422,110.54000091552734,111.3499984741211,778200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,111.36000061035156,111.76000213623048,110.4000015258789,111.04000091552734,795300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,111.1500015258789,112.16000366210938,110.16999816894533,112.0999984741211,804500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,111.97000122070312,114.95999908447266,111.97000122070312,114.87999725341795,949900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,115.18000030517578,117.86000061035156,115.18000030517578,117.02999877929688,1151100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,115.87999725341795,116.8499984741211,113.3499984741211,114.91000366210938,1380200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,115.86000061035156,116.73999786376952,114.97000122070312,116.69000244140624,985900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,117.22000122070312,119.0500030517578,117.22000122070312,118.44000244140624,1085000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,118.0999984741211,119.2300033569336,117.87000274658205,118.48999786376952,737100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,117.11000061035156,118.33000183105467,116.19000244140624,116.4499969482422,1149500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,116.23999786376952,116.9000015258789,115.66000366210938,116.83000183105467,713800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,117.94000244140624,119.0,117.62000274658205,118.45999908447266,824500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,118.63999938964844,120.08999633789062,118.5,118.58000183105467,718800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,118.22000122070312,119.5999984741211,118.22000122070312,118.6500015258789,812200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,119.1999969482422,119.76000213623048,118.43000030517578,119.70999908447266,523100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,119.31999969482422,120.9000015258789,119.23999786376952,120.43000030517578,706600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,121.0,121.43000030517578,119.41999816894533,120.31999969482422,971800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,120.45999908447266,120.52999877929688,119.27999877929688,120.06999969482422,966600.0,,,,,,,,,,
