Date,Open,High,Low,Close,Volume,"('Adj Close', 'GSIT')","('Close', 'GSIT')","('High', 'GSIT')","('Low', 'GSIT')","('Open', 'GSIT')","('Volume', 'GSIT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.640000104904175,2.7300000190734863,2.5899999141693115,2.6600000858306885,261900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.630000114440918,2.650000095367432,2.5,2.549999952316284,449300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.5999999046325684,2.5999999046325684,2.4600000381469727,2.4800000190734863,413500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.5,2.5,2.3499999046325684,2.470000028610229,168400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.5199999809265137,2.630000114440918,2.5199999809265137,2.569999933242798,429900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.549999952316284,2.559999942779541,2.430000066757202,2.450000047683716,150200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.470000028610229,2.470000028610229,2.289999961853028,2.3499999046325684,179600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.380000114440918,2.400000095367432,2.2100000381469727,2.2699999809265137,183400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.2799999713897705,2.3299999237060547,2.2300000190734863,2.25,184700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.240000009536743,2.25,2.109999895095825,2.140000104904175,196300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.140000104904175,2.1700000762939453,2.0199999809265137,2.049999952316284,223400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.049999952316284,2.1700000762939453,2.039999961853028,2.049999952316284,161500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.0299999713897705,2.2300000190734863,2.0299999713897705,2.200000047683716,211100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.25,2.380000114440918,2.1700000762939453,2.380000114440918,257400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.440000057220459,2.509999990463257,2.2799999713897705,2.319999933242798,496500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.4200000762939453,2.4200000762939453,2.200000047683716,2.2699999809265137,270100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.2799999713897705,2.289999961853028,2.069999933242798,2.2100000381469727,299200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.049999952316284,2.059999942779541,1.8799999952316284,1.8799999952316284,551500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.9600000381469729,1.9600000381469729,1.8799999952316284,1.919999957084656,327600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.919999957084656,1.9800000190734863,1.8799999952316284,1.9800000190734863,225800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.9600000381469729,2.1600000858306885,1.950000047683716,1.9800000190734863,179900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.0299999713897705,2.109999895095825,2.0,2.0899999141693115,156200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0999999046325684,2.119999885559082,2.0299999713897705,2.119999885559082,150200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.130000114440918,2.1700000762939453,2.0199999809265137,2.119999885559082,157400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.0999999046325684,2.130000114440918,2.039999961853028,2.109999895095825,146200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.1700000762939453,2.259999990463257,2.109999895095825,2.240000009536743,302300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.200000047683716,2.2699999809265137,2.140000104904175,2.220000028610229,136300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.25,2.380000114440918,2.200000047683716,2.3399999141693115,306300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.3499999046325684,2.650000095367432,2.3399999141693115,2.549999952316284,632300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.5,2.569999933242798,2.3299999237060547,2.4200000762939453,372600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.5199999809265137,2.680000066757202,2.4600000381469727,2.5999999046325684,202400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.680000066757202,2.680000066757202,2.450000047683716,2.569999933242798,203100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.539999961853028,2.650000095367432,2.470000028610229,2.539999961853028,196700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.619999885559082,2.640000104904175,2.450000047683716,2.609999895095825,200200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.5899999141693115,2.5999999046325684,2.490000009536743,2.569999933242798,102400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.549999952316284,2.640000104904175,2.490000009536743,2.509999990463257,173300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.5,2.509999990463257,2.2799999713897705,2.4200000762939453,188200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.450000047683716,2.700000047683716,2.430000066757202,2.680000066757202,281400.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.6700000762939453,3.549999952316284,2.6700000762939453,3.4200000762939453,1409100.0,,,,,,,,,,
