Date,Open,High,Low,Close,Volume,"('Adj Close', 'MYFW')","('Close', 'MYFW')","('High', 'MYFW')","('Low', 'MYFW')","('Open', 'MYFW')","('Volume', 'MYFW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.07999992370605,20.190000534057617,19.6200008392334,19.6200008392334,28300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.530000686645508,19.530000686645508,18.11000061035156,18.75,22500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.84000015258789,19.299999237060547,18.84000015258789,18.979999542236328,7200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.700000762939453,18.799999237060547,18.020000457763672,18.6200008392334,45300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.5,18.809999465942383,17.600000381469727,17.93000030517578,22100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.75,17.860000610351562,17.25,17.75,12200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.100000381469727,18.100000381469727,17.850000381469727,17.850000381469727,12500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.899999618530273,18.3700008392334,17.860000610351562,17.860000610351562,17300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.0,18.100000381469727,17.25,17.489999771118164,15000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,17.25,17.260000228881836,16.979999542236328,17.100000381469727,9300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.75,17.079999923706055,16.75,17.079999923706055,4600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.1200008392334,17.350000381469727,16.989999771118164,17.350000381469727,12100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.350000381469727,17.850000381469727,17.18000030517578,17.760000228881836,14000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.90999984741211,19.0,17.90999984741211,18.600000381469727,11700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.899999618530277,18.899999618530277,18.239999771118164,18.239999771118164,6400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.520000457763672,18.76000022888184,17.93000030517578,18.34000015258789,12400.0,,,,,,,,,,
