Date,Open,High,Low,Close,Volume,"('Adj Close', 'STRA')","('Close', 'STRA')","('High', 'STRA')","('Low', 'STRA')","('Open', 'STRA')","('Volume', 'STRA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,92.0,93.18000030517578,91.38999938964844,92.20999908447266,76300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.18000030517578,93.4800033569336,90.9000015258789,92.5,105400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,92.97000122070312,93.6999969482422,91.87000274658205,92.0,72600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,91.31999969482422,92.0999984741211,90.13999938964844,90.13999938964844,91900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,90.44000244140624,91.41999816894533,90.1999969482422,91.41999816894533,105000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,90.6500015258789,90.83000183105467,88.55000305175781,88.9800033569336,82500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,88.52999877929688,89.76000213623047,88.52999877929688,89.7300033569336,72100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,89.58000183105469,90.87999725341795,88.77999877929688,90.66000366210938,105500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,91.58999633789062,92.3000030517578,90.95999908447266,92.0500030517578,69000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,91.45999908447266,92.1500015258789,90.79000091552734,90.88999938964844,57500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,90.1999969482422,91.83000183105467,90.1999969482422,91.27999877929688,73400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,91.91000366210938,93.08999633789062,91.0199966430664,92.9000015258789,62800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,93.56999969482422,94.76000213623048,92.2699966430664,94.5999984741211,60800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,95.06999969482422,96.87000274658205,95.06999969482422,96.36000061035156,94700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,97.12000274658205,97.23999786376952,95.66000366210938,95.73999786376952,78300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,96.76000213623048,96.76000213623048,94.7699966430664,96.08999633789062,54200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,96.83000183105467,97.16999816894533,94.58000183105467,96.68000030517578,82600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,96.97000122070312,97.01000213623048,95.5199966430664,95.91000366210938,64400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,95.93000030517578,96.62000274658205,94.9000015258789,96.58999633789062,65300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,95.7300033569336,95.7300033569336,92.68000030517578,95.3499984741211,59700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,95.4800033569336,96.47000122070312,93.98999786376952,94.05999755859376,67300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,94.2300033569336,96.95999908447266,94.2300033569336,96.16999816894533,52100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,95.22000122070312,96.33000183105467,95.22000122070312,96.08000183105467,52700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,95.12999725341795,95.45999908447266,94.1500015258789,95.0199966430664,45000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,94.87999725341795,95.7699966430664,94.58000183105467,95.55999755859376,53700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,95.2699966430664,95.91000366210938,94.4499969482422,95.52999877929688,68400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,95.48999786376952,97.33000183105467,95.48999786376952,96.72000122070312,52600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,96.33999633789062,98.91999816894533,96.33999633789062,98.4499969482422,92700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,98.4499969482422,99.75,97.66000366210938,98.91000366210938,79300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,97.0,97.9499969482422,94.54000091552734,95.1999969482422,131500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,96.1999969482422,97.33000183105467,95.08999633789062,97.04000091552734,68000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,97.16000366210938,97.58999633789062,95.20999908447266,96.5199966430664,85400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,96.37000274658205,97.48999786376952,95.3499984741211,95.3499984741211,65500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,94.44000244140624,95.91999816894533,93.6500015258789,93.87000274658205,58800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,94.11000061035156,94.7300033569336,93.0500030517578,93.9000015258789,50000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,93.58000183105467,94.5,92.77999877929688,94.37999725341795,58200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,94.27999877929688,95.77999877929688,94.16000366210938,95.31999969482422,38100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,94.7699966430664,96.41000366210938,94.7699966430664,95.8499984741211,43700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,95.86000061035156,96.37000274658205,95.55999755859376,96.16000366210938,99100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,95.7300033569336,96.47000122070312,94.9000015258789,95.05999755859376,46000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,101.0,111.9499969482422,101.0,110.79000091552734,170400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,110.0199966430664,110.0199966430664,104.37000274658205,108.6500015258789,186600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,108.16000366210938,109.80999755859376,105.13999938964844,105.16000366210938,115200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,105.73999786376952,106.72000122070312,105.44000244140624,105.66000366210938,100100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,106.33000183105467,107.12000274658205,105.20999908447266,106.44000244140624,98600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,106.91000366210938,107.12999725341795,104.52999877929688,105.52999877929688,74600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,105.63999938964844,105.63999938964844,103.0500030517578,103.7699966430664,76900.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,103.0999984741211,103.86000061035156,102.56999969482422,103.25,68700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,102.62000274658205,104.0999984741211,101.66000366210938,103.30999755859376,77400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,102.54000091552734,103.58000183105467,101.9800033569336,102.75,130000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,102.23999786376952,102.3499984741211,99.98999786376952,100.6999969482422,105400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,100.16000366210938,101.62000274658205,99.9000015258789,101.19000244140624,352600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,101.25,102.4800033569336,100.05999755859376,100.1500015258789,153100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,100.4800033569336,101.9800033569336,100.4800033569336,101.41000366210938,85000.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,101.02999877929688,103.1999969482422,100.91999816894533,102.94000244140624,88800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,103.48999786376952,103.48999786376952,102.4800033569336,103.2300033569336,120800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,104.08000183105467,104.08000183105467,102.2300033569336,103.66999816894533,98400.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,104.13999938964844,104.4000015258789,103.11000061035156,103.11000061035156,69100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,103.52999877929688,104.58999633789062,103.05999755859376,103.16999816894533,98100.0,,,,,,,,,,
