Date,Open,High,Low,Close,Volume,"('Adj Close', 'VYNE')","('Close', 'VYNE')","('High', 'VYNE')","('Low', 'VYNE')","('Open', 'VYNE')","('Volume', 'VYNE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.400000095367432,2.509999990463257,2.259999990463257,2.2799999713897705,85500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.259999990463257,2.319999933242798,2.2049999237060547,2.309999942779541,43500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.309999942779541,2.3399999141693115,2.0299999713897705,2.1600000858306885,533500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.140000104904175,2.289999961853028,2.0,2.1600000858306885,620000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.1600000858306885,2.299999952316284,2.009999990463257,2.2799999713897705,677100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.2799999713897705,2.3289999961853027,2.220000028610229,2.2699999809265137,42900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.2699999809265137,2.380000114440918,2.194999933242798,2.240000009536743,282300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.240000009536743,2.282999992370605,2.0199999809265137,2.119999885559082,73600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.140000104904175,2.186000108718872,2.0199999809265137,2.059999942779541,47100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.059999942779541,2.1029999256134038,1.9900000095367432,2.0299999713897705,66400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.009999990463257,2.059999942779541,1.8539999723434448,1.9900000095367432,70200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.9800000190734863,1.9800000190734863,1.809999942779541,1.870000004768372,76700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.919999957084656,1.919999957084656,1.7100000381469729,1.7799999713897705,54500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.7999999523162842,1.9600000381469729,1.7899999618530271,1.909999966621399,48400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.9299999475479128,1.9299999475479128,1.8600000143051147,1.909999966621399,32900.0,,,,,,,,,,
